Baufertigstellungen seit 2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9471175;      Reckendorf;4;4;–;–;4;–;1;3;2;2;–;–;2;–;–;2;5;4;1;–;6;–;2;4;3;2;1;–;5;–;2;3;10;8;1;1;15;1;–;14;–;–;–;–;–;–;–;–;5;5;–;–;5;–;–;5;9;9;–;–;13;1;1;11
9471185;      Scheßlitz, St;7;7;–;–;14;1;4;9;19;18;1;–;26;1;6;19;14;12;2;–;16;-1;2;15;12;8;3;1;31;6;6;19;21;19;2;–;30;–;5;25;–;–;–;–;1;1;–;–;4;3;–;1;8;–;–;8;21;19;2;–;26;2;3;21
9471186;      Schönbrunn i.Steigerwald;1;1;–;–;1;–;1;–;3;3;–;–;3;–;-1;4;3;2;1;–;4;–;1;3;8;8;–;–;9;–;3;6;6;5;1;–;10;1;6;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;-1;1;16;16;–;–;17;1;–;16
9471189;      Stadelhofen;1;1;–;–;3;–;2;1;3;2;1;–;5;–;1;4;1;–;1;–;2;1;-1;2;4;4;–;–;7;–;2;5;2;2;–;–;4;–;2;2;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;6;6;–;–;8;–;1;7
9471191;      Stegaurach;7;4;1;2;16;2;12;2;17;14;2;1;32;6;11;15;7;7;–;–;8;–;1;7;11;10;1;–;12;2;-2;12;11;5;5;1;23;1;7;15;1;1;–;–;3;–;1;2;4;4;–;–;3;–;0;3;23;14;6;3;49;3;16;30
9471195;      Strullendorf;6;1;4;1;14;2;8;4;11;8;3;–;19;2;6;11;5;4;1;–;7;–;1;6;8;8;–;–;13;–;4;9;18;16;1;1;23;3;4;16;–;–;–;–;–;–;–;–;6;6;–;–;7;–;1;6;14;8;1;5;41;2;21;18
9471207;      Viereth-Trunstadt;1;1;–;–;3;1;-1;3;2;2;–;–;2;–;–;2;5;4;1;–;13;1;3;9;2;1;–;1;4;–;1;3;4;4;–;–;5;–;–;5;–;–;–;–;1;–;–;1;3;1;1;1;8;3;–;5;8;6;1;1;23;5;13;5
9471208;      Walsdorf;4;4;–;–;4;–;–;4;5;5;–;–;8;–;2;6;5;4;1;–;6;1;1;4;4;4;–;–;7;2;3;2;3;3;–;–;2;–;-1;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;0;9;9;–;–;10;–;1;9
9471209;      Wattendorf;1;1;–;–;2;–;1;1;3;3;–;–;3;–;–;3;–;–;–;–;–;–;–;–;2;2;–;–;2;–;–;2;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;–;–;–;–;1;–;–;1;2;2;–;–;3;–;1;2
9471214;      Zapfendorf, M;3;3;–;–;4;–;1;3;18;16;1;1;32;4;7;21;–;–;–;–;–;–;–;–;13;11;1;1;22;-1;9;14;11;6;2;3;38;6;22;10;3;1;2;–;5;1;2;2;4;4;–;–;7;–;2;5;16;14;1;1;33;5;12;16
9471220;      Schlüsselfeld, St;6;5;1;–;9;–;–;9;7;6;1;–;9;–;1;8;21;19;2;–;29;1;5;23;18;17;–;1;24;-1;4;21;11;10;1;–;15;–;2;13;1;1;–;–;1;–;–;1;4;4;–;–;5;-1;–;6;26;18;4;4;51;5;14;32
9471444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9472111;      Ahorntal;–;–;–;–;–;–;–;–;6;5;1;–;7;1;–;6;4;3;1;–;6;–;2;4;5;5;–;–;7;–;1;6;3;3;–;–;3;–;–;3;4;4;–;–;4;–;–;4;11;11;–;–;12;–;1;11;5;5;–;–;5;–;1;4
9472115;      Aufseß;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;3;3;–;–;5;–;2;3;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;2;2;–;–;5;3;–;2;2;2;–;–;2;–;1;1
9472116;      Bad Berneck i.Fichtelgebirge, St;–;–;–;–;–;–;–;–;–;–;–;–;1;–;1;–;1;1;–;–;2;–;1;1;4;3;1;–;6;1;–;5;3;3;–;–;3;–;1;2;6;6;–;–;6;–;1;5;8;7;–;1;20;4;8;8;–;–;–;–;–;–;–;–
9472118;      Betzenstein, St;–;–;–;–;–;–;–;–;4;4;–;–;4;–;1;3;1;–;1;–;3;–;3;–;8;8;–;–;8;–;–;8;5;5;–;–;7;–;2;5;1;–;–;1;3;–;3;0;9;7;2;–;12;1;2;9;4;4;–;–;6;1;3;2
9472119;      Bindlach;1;1;–;–;1;–;–;1;14;11;1;2;20;1;1;18;11;8;2;1;18;1;4;13;24;18;4;2;38;6;7;25;19;17;1;1;31;7;6;18;11;10;1;–;12;–;4;8;14;12;2;–;15;–;2;13;9;6;–;3;59;46;7;6
9472121;      Bischofsgrün;–;–;–;–;1;–;–;1;–;–;–;–;–;–;–;–;2;2;–;–;2;–;–;2;–;–;–;–;-4;–;-1;-3;3;3;–;–;4;–;1;3;2;2;–;–;2;–;–;2;5;4;1;–;6;1;–;5;–;–;–;–;–;–;–;–
9472127;      Creußen, St;–;–;–;–;–;-1;1;–;16;16;–;–;17;–;–;17;13;12;1;–;14;–;3;11;23;21;2;–;26;–;5;21;26;22;4;–;31;4;8;19;9;9;–;–;9;–;–;9;8;7;–;1;12;3;1;8;10;10;–;–;10;–;1;9
9472131;      Eckersdorf;–;–;–;–;–;–;–;–;16;16;–;–;16;–;1;15;7;7;–;–;11;1;1;9;8;8;–;–;12;–;6;6;13;12;1;–;14;1;1;12;4;4;–;–;4;–;2;2;6;4;2;–;9;2;3;4;3;3;–;–;5;1;–;4
9472133;      Emtmannsberg;3;3;–;–;3;–;–;3;4;4;–;–;4;–;–;4;1;1;–;–;1;–;–;1;2;2;–;–;2;–;1;1;2;1;1;–;3;1;–;2;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;–;–;–;–;–;–;–;0
9472138;      Fichtelberg;–;–;–;–;–;–;–;–;2;2;–;–;2;–;1;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;3;3;–;–;3;–;2;1;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2
9472139;      Gefrees, St;–;–;–;–;–;–;–;–;1;–;1;–;2;–;2;–;4;4;–;–;7;1;2;4;7;6;1;–;8;1;1;6;6;6;–;–;7;–;1;6;3;3;–;–;4;–;–;4;3;3;–;–;5;2;-2;5;6;6;–;–;6;–;–;6
9472140;      Gesees;–;–;–;–;–;–;–;–;3;3;–;–;4;–;1;3;2;2;–;–;2;–;–;2;1;1;–;–;1;–;–;1;2;2;–;–;2;–;1;1;5;5;–;–;5;–;–;5;3;3;–;–;4;–;1;3;1;1;–;–;1;–;–;1
9472141;      Glashütten;1;1;–;–;1;–;–;1;3;3;–;–;3;–;–;3;3;3;–;–;4;–;2;2;10;10;–;–;10;–;–;10;3;2;1;–;4;–;1;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;0;3;3;–;–;3;1;1;1
9472143;      Goldkronach, St;1;1;–;–;1;–;–;1;8;8;–;–;8;–;–;8;7;7;–;–;7;–;–;7;8;8;–;–;12;1;2;9;9;9;–;–;9;–;1;8;2;1;1;–;3;–;–;3;5;5;–;–;5;–;–;5;2;2;–;–;2;–;-1;3
9472146;      Haag;–;–;–;–;–;–;–;–;2;2;–;–;2;–;–;2;7;7;–;–;7;–;–;7;4;4;–;–;4;–;–;4;8;8;–;–;8;–;3;5;1;–;1;–;2;1;–;1;1;1;–;–;2;1;–;1;7;6;1;–;8;–;3;5
9472150;      Heinersreuth;2;2;–;–;2;–;–;2;3;3;–;–;3;–;–;3;8;6;1;1;20;8;6;6;23;23;–;–;25;–;2;23;8;6;2;–;11;–;2;9;7;6;1;–;8;–;3;5;3;2;–;1;15;1;11;3;12;12;–;–;14;–;3;11
9472154;      Hollfeld, St;–;–;–;–;–;–;–;–;5;5;–;–;7;–;2;5;8;8;–;–;10;–;–;10;8;7;1;–;11;1;-1;11;2;2;–;–;3;–;–;3;5;5;–;–;5;–;-1;6;10;10;–;–;11;–;1;10;5;4;1;–;5;1;0;4
9472155;      Hummeltal;–;–;–;–;–;–;–;–;10;9;1;–;11;–;2;9;2;1;1;–;3;1;–;2;5;4;–;1;10;–;6;4;9;9;–;–;9;–;–;9;6;6;–;–;6;–;3;3;7;6;–;1;13;-1;4;10;7;7;–;–;8;–;–;8
9472156;      Kirchenpingarten;–;–;–;–;–;–;–;–;3;3;–;–;4;–;1;3;3;2;1;–;4;–;–;4;2;2;–;–;2;–;2;–;2;2;–;–;2;–;–;2;1;1;–;–;2;–;–;2;2;2;–;–;2;–;-1;3;7;7;–;–;7;–;1;6
9472164;      Mehlmeisel;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;1;–;–;1;–;1;–;3;2;1;–;5;1;1;3;2;2;–;–;2;–;–;2;1;1;–;–;1;–;1;–;5;5;–;–;5;–;3;2;5;5;–;–;5;–;1;4
9472166;      Mistelbach;–;–;–;–;–;–;–;–;2;2;–;–;2;–;-1;3;2;2;–;–;2;–;1;1;4;4;–;–;17;11;2;4;–;–;–;–;–;–;–;–;2;2;–;–;2;–;–;2;1;1;–;–;1;–;–;1;1;1;–;–;1;0;–;1
9472167;      Mistelgau;–;–;–;–;–;–;–;–;16;14;2;–;19;–;6;13;7;7;–;–;9;–;2;7;31;30;–;1;37;–;10;27;10;8;2;–;14;–;–;14;12;12;–;–;12;–;3;9;13;11;1;1;19;–;2;17;13;13;–;–;13;–;-1;14
9472175;      Pegnitz, St;–;–;–;–;–;–;–;–;21;19;2;–;31;7;6;18;29;23;4;2;44;8;6;30;19;14;2;3;61;17;26;18;17;12;1;4;73;26;25;22;9;6;1;2;103;88;9;6;23;18;3;2;55;15;19;21;22;20;2;–;26;4;3;19
9472176;      Plankenfels;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;–;1;1;5;5;–;–;5;–;2;3;4;4;–;–;4;–;–;4;–;–;–;–;–;–;–;–;2;2;–;–;2;–;–;2;7;7;–;–;7;–;3;4
9472177;      Plech, M;–;–;–;–;–;–;–;–;5;5;–;–;5;–;–;5;6;6;–;–;7;–;1;6;5;5;–;–;6;–;1;5;2;2;–;–;2;–;–;2;1;1;–;–;1;–;–;1;–;–;–;–;–;–;-1;1;4;4;–;–;3;–;–;3
9472179;      Pottenstein, St;–;–;–;–;–;–;–;–;6;6;–;–;9;1;2;6;21;18;3;–;28;6;5;17;12;10;2;–;19;–;10;9;12;12;–;–;14;–;7;7;8;8;–;–;9;–;2;7;13;10;2;1;20;3;5;12;16;15;1;–;19;2;4;13
9472180;      Prebitz;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;4;4;–;–;4;–;–;4;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;–;–;–;–;–;–;–;–;2;2;–;–;2;–;–;2;2;2;–;–;2;–;1;1
9472184;      Schnabelwaid, M;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;1;1;–;–;1;–;–;1;3;2;1;–;4;–;2;2;–;–;–;–;–;–;–;–;–;–;–;–;–;–;-1;1;2;1;1;–;3;–;1;2
9472188;      Seybothenreuth;–;–;–;–;–;–;–;–;3;3;–;–;4;–;1;3;3;2;1;–;6;2;2;2;1;1;–;–;1;–;–;1;3;3;–;–;3;–;–;3;4;4;–;–;4;–;–;4;2;2;–;–;3;–;1;2;3;3;–;–;3;–;1;2
9472190;      Speichersdorf;–;–;–;–;–;–;–;–;10;10;–;–;12;–;–;12;16;13;3;–;20;6;1;13;17;12;3;2;33;7;18;8;10;10;–;–;11;–;3;8;6;6;–;–;6;–;1;5;14;12;2;–;20;3;8;9;7;5;1;1;16;4;3;9
9472197;      Waischenfeld, St;–;–;–;–;–;–;–;–;8;7;1;–;9;–;–;9;8;8;–;–;9;-1;-1;11;8;8;–;–;11;–;3;8;9;7;1;1;12;1;4;7;–;–;–;–;–;–;–;–;3;2;1;–;3;1;-4;6;8;8;–;–;8;–;1;7
9472198;      Warmensteinach;–;–;–;–;–;–;–;–;3;2;1;–;4;–;2;2;1;–;–;1;4;3;1;–;3;3;–;–;3;–;2;1;–;–;–;–;–;–;–;–;1;1;–;–;1;–;1;–;2;2;–;–;2;–;–;2;2;2;–;–;2;–;–;2
9472199;      Weidenberg, M;–;–;–;–;–;–;–;–;4;4;–;–;9;–;5;4;6;6;–;–;6;–;-1;7;11;9;1;1;17;1;7;9;8;7;–;1;55;48;1;6;4;4;–;–;7;1;3;3;13;12;1;–;16;1;3;12;9;9;–;–;11;–;2;9
9472444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9473112;      Ahorn;5;5;–;–;5;–;1;4;2;2;–;–;5;–;3;2;2;2;–;–;4;1;1;2;6;5;1;–;8;1;3;4;3;3;–;–;3;–;–;3;5;5;–;–;5;–;1;4;3;3;–;–;8;–;4;4;3;2;–;1;5;–;3;2
9473120;      Dörfles-Esbach;1;1;–;–;1;–;1;–;1;1;–;–;1;–;–;1;1;–;–;1;4;1;1;2;1;1;–;–;1;–;–;1;11;11;–;–;11;–;2;9;1;1;–;–;1;–;–;1;7;5;2;–;9;2;–;7;–;–;–;–;–;–;–;–
9473121;      Ebersdorf b.Coburg;6;4;1;1;27;13;9;5;13;13;–;–;16;-2;5;13;11;9;2;–;14;–;3;11;9;9;–;–;9;–;1;8;31;30;–;1;73;32;15;26;22;21;–;1;28;3;7;18;22;22;–;–;23;–;4;19;10;8;1;1;23;9;6;8
9473132;      Großheirath;11;9;2;–;16;7;-1;10;14;13;1;–;17;1;5;11;9;8;1;–;12;1;2;9;5;5;–;–;7;–;2;5;3;3;–;–;3;–;–;3;2;2;–;–;3;–;1;2;4;4;–;–;5;–;–;5;4;4;–;–;6;–;0;6
9473134;      Grub a.Forst;6;6;–;–;7;1;–;6;1;1;–;–;6;2;4;–;3;2;1;–;4;1;-2;5;3;3;–;–;3;–;1;2;2;2;–;–;2;–;1;1;2;2;–;–;3;–;1;2;5;5;–;–;7;–;1;6;1;–;1;–;6;2;2;2
9473138;      Itzgrund;4;3;1;–;5;–;2;3;12;10;2;–;15;2;5;8;10;9;–;1;12;2;1;9;8;8;–;–;12;–;5;7;10;10;–;–;10;–;-1;11;10;9;1;–;12;2;4;6;9;9;–;–;10;–;1;9;20;17;3;–;23;2;8;13
9473141;      Lautertal;13;13;–;–;14;-1;6;9;8;6;–;2;21;–;13;8;8;7;1;–;10;–;6;4;18;16;2;–;20;2;4;14;17;17;–;–;19;1;4;14;17;15;1;1;31;–;14;17;17;16;–;1;38;12;10;16;13;12;1;–;15;–;2;13
9473144;      Meeder;7;6;–;1;17;3;7;7;8;8;–;–;8;–;2;6;6;5;–;1;17;–;9;8;6;5;1;–;8;1;2;5;15;15;–;–;17;–;5;12;9;9;–;–;9;–;4;5;6;6;–;–;6;–;–;6;4;4;–;–;5;–;1;4
9473151;      Neustadt b.Coburg, GKSt;22;22;–;–;26;2;3;21;16;16;–;–;22;4;6;12;16;15;–;1;34;12;12;10;16;16;–;–;33;4;14;15;10;10;–;–;15;-1;4;12;10;8;1;1;33;13;14;6;9;6;2;1;29;13;10;6;11;9;1;1;22;9;5;8
9473153;      Niederfüllbach;6;6;–;–;6;–;1;5;1;1;–;–;1;–;–;1;1;1;–;–;1;–;1;–;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;3;3;–;–;3;–;–;3;1;1;–;–;1;–;–;1
9473158;      Bad Rodach, St;2;2;–;–;5;3;1;1;14;12;1;1;19;1;7;11;2;2;–;–;5;–;2;3;18;16;1;1;35;1;19;15;8;7;–;1;25;10;9;6;22;20;1;1;38;–;20;18;15;15;–;–;16;–;0;16;15;14;1;–;16;-1;5;12
9473159;      Rödental, St;16;15;1;–;18;1;4;13;12;10;–;2;38;1;22;15;15;14;1;–;15;-3;6;12;20;18;–;2;54;13;22;19;16;15;–;1;26;–;15;11;10;9;1;–;18;4;7;7;11;10;1;–;13;–;-2;15;9;6;1;2;77;53;19;5
9473165;      Seßlach, St;10;10;–;–;19;3;6;10;6;5;1;–;9;1;3;5;5;5;–;–;8;1;2;5;5;5;–;–;6;1;1;4;9;9;–;–;18;4;8;6;2;2;–;–;2;–;-1;3;2;2;–;–;7;2;1;4;2;2;–;–;2;–;–;2
9473166;      Sonnefeld;2;2;–;–;4;–;1;3;6;5;1;–;7;2;–;5;5;5;–;–;9;1;–;8;9;9;–;–;10;1;–;9;5;4;1;–;8;–;2;6;4;4;–;–;4;–;–;4;11;10;–;1;26;1;18;7;4;2;1;1;20;–;16;4
9473170;      Untersiemau;12;12;–;–;15;–;2;13;9;9;–;–;11;–;1;10;14;13;1;–;15;–;2;13;11;11;–;–;11;–;4;7;15;13;1;1;33;5;19;9;8;8;–;–;8;–;1;7;13;12;1;–;14;1;5;8;14;11;3;–;19;2;2;15
9473174;      Weidhausen b.Coburg;7;7;–;–;7;–;–;7;3;3;–;–;4;–;3;1;6;6;–;–;7;–;2;5;9;9;–;–;9;–;1;8;7;6;1;–;10;–;4;6;–;–;–;–;–;–;-1;1;14;13;1;–;15;–;4;11;6;6;–;–;13;6;3;4
9473175;      Weitramsdorf;8;8;–;–;9;–;–;9;17;16;1;–;19;1;2;16;15;9;2;4;51;23;21;7;23;21;–;2;65;37;12;16;11;10;–;1;15;1;8;6;8;8;–;–;8;–;2;6;11;8;1;2;18;1;3;14;5;5;–;–;6;-1;4;3
9473444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9474119;      Dormitz;2;2;–;–;2;–;-1;3;12;9;1;2;21;4;4;13;4;4;–;–;4;–;1;3;4;4;–;–;5;1;-1;5;3;3;–;–;6;–;1;5;13;11;2;–;16;3;0;13;7;7;–;–;7;–;–;7;6;5;–;1;8;1;4;3
9474121;      Ebermannstadt, St;3;3;–;–;6;–;2;4;6;5;–;1;13;2;7;4;13;10;3;–;19;4;2;13;8;7;1;–;18;2;2;14;16;14;1;1;24;4;4;16;18;15;3;–;25;2;3;20;8;5;2;1;17;7;2;8;11;10;1;–;15;–;3;12
9474122;      Effeltrich;4;4;–;–;4;–;2;2;2;2;–;–;2;–;–;2;4;2;1;1;9;4;2;3;5;3;2;–;8;1;2;5;8;7;1;–;12;1;7;4;7;7;–;–;9;1;–;8;2;1;1;–;4;1;1;2;4;3;1;–;8;–;4;4
9474123;      Eggolsheim, M;12;11;–;1;16;2;–;14;20;18;1;1;30;–;10;20;34;31;2;1;50;2;12;36;10;8;1;1;18;1;8;9;15;13;2;–;21;2;2;17;11;6;4;1;20;3;6;11;10;7;3;–;13;1;3;9;24;23;1;–;29;1;6;22
9474124;      Egloffstein, M;2;2;–;–;2;–;-2;4;2;2;–;–;5;4;1;–;2;2;–;–;4;–;1;3;4;2;1;1;1;-8;2;7;5;5;–;–;5;–;1;4;8;7;1;–;11;2;-4;13;1;1;–;–;3;1;1;1;6;5;1;–;9;2;1;6
9474126;      Forchheim, GKSt;25;19;3;3;97;30;31;36;61;43;6;12;186;65;55;66;19;12;2;5;60;8;33;19;43;29;2;12;308;124;133;51;39;25;3;11;122;25;70;27;11;6;2;3;70;48;9;13;27;17;4;6;95;26;49;20;48;32;3;13;163;28;85;50
9474129;      Gößweinstein, M;7;6;1;–;9;2;2;5;4;4;–;–;4;–;1;3;4;3;–;1;48;33;9;6;8;8;–;–;8;–;–;8;7;6;1;–;10;–;3;7;1;1;–;–;5;–;2;3;7;5;2;–;15;1;4;10;3;3;–;–;5;–;1;4
9474132;      Gräfenberg, St;21;18;2;1;34;2;12;20;3;3;–;–;3;–;-1;4;6;5;1;–;13;3;4;6;10;10;–;–;16;2;2;12;14;14;–;–;16;–;3;13;13;12;1;–;18;1;9;8;24;23;–;1;28;–;9;19;10;8;1;1;17;5;0;12
9474133;      Hallerndorf;16;11;4;1;28;2;7;19;6;6;–;–;7;–;1;6;18;13;3;2;29;2;9;18;9;7;1;1;15;1;7;7;9;6;3;–;15;1;5;9;9;5;4;–;13;0;5;8;4;4;–;–;6;–;-1;7;11;10;1;–;12;1;-2;13
9474134;      Hausen;3;2;1;–;5;2;-3;6;2;2;–;–;3;–;–;3;24;16;7;1;36;1;12;23;20;17;2;1;28;–;11;17;20;19;1;–;26;–;2;24;7;7;–;–;13;3;1;9;8;7;1;–;9;–;2;7;10;10;–;–;11;–;-1;12
9474135;      Heroldsbach;12;12;–;–;16;–;4;12;9;8;–;1;13;–;5;8;7;5;1;1;11;1;7;3;13;13;–;–;15;–;4;11;9;8;1;–;11;1;1;9;12;6;3;3;49;21;17;11;25;18;4;3;43;3;14;26;3;1;1;1;9;2;4;3
9474137;      Hetzles;3;1;2;–;5;1;2;2;8;8;–;–;9;–;–;9;6;5;1;–;7;–;–;7;7;6;1;–;9;–;5;4;4;2;–;2;8;6;–;2;1;1;–;–;2;–;–;2;2;2;–;–;2;–;–;2;5;5;–;–;5;–;1;4
9474138;      Hiltpoltstein, M;8;8;–;–;9;-1;3;7;1;1;–;–;1;–;–;1;2;2;–;–;3;–;2;1;7;7;–;–;8;-1;3;6;2;2;–;–;2;–;–;2;4;4;–;–;4;–;0;4;2;2;–;–;2;–;–;2;6;5;1;–;7;–;–;7
9474140;      Igensdorf, M;11;9;2;–;13;–;3;10;2;2;–;–;2;–;-1;3;6;5;1;–;7;1;2;4;10;5;2;3;33;1;24;8;19;16;2;1;30;7;6;17;14;10;3;1;26;2;9;15;19;18;1;–;24;1;5;18;7;7;–;–;10;–;2;8
9474143;      Kirchehrenbach;1;1;–;–;2;–;–;2;2;2;–;–;3;1;-2;4;3;2;1;–;6;–;2;4;5;4;–;1;7;–;3;4;10;6;3;1;19;–;7;12;6;6;–;–;8;–;3;5;1;–;1;–;4;1;2;1;1;–;1;–;4;3;1;0
9474144;      Kleinsendelbach;3;3;–;–;3;–;1;2;9;9;–;–;12;–;–;12;2;2;–;–;4;–;1;3;5;4;1;–;9;1;1;7;3;3;–;–;3;–;–;3;1;1;–;–;2;-1;1;2;3;3;–;–;4;–;1;3;3;3;–;–;3;–;-1;4
9474145;      Kunreuth;3;3;–;–;3;–;-1;4;2;2;–;–;2;–;–;2;4;2;2;–;7;–;1;6;5;4;1;–;9;-1;7;3;4;4;–;–;5;–;2;3;3;1;2;–;10;1;5;4;3;2;1;–;4;–;2;2;2;1;1;–;3;1;–;2
9474146;      Langensendelbach;5;5;–;–;5;–;–;5;5;5;–;–;7;-1;2;6;4;3;1;–;12;–;3;9;5;5;–;–;7;–;1;6;12;11;–;1;17;–;7;10;8;6;2;–;10;1;0;9;8;7;–;1;11;–;1;10;3;1;1;1;7;–;5;2
9474147;      Leutenbach;2;2;–;–;3;1;–;2;5;3;1;1;9;2;2;5;6;5;1;–;7;–;2;5;5;4;1;–;6;–;3;3;7;6;1;–;8;–;1;7;4;4;–;–;5;–;1;4;2;2;–;–;2;–;–;2;4;3;1;–;7;–;3;4
9474154;      Neunkirchen a.Brand, M;25;23;2;–;33;1;10;22;15;13;–;2;47;14;19;14;15;10;4;1;28;–;15;13;19;8;2;9;83;29;45;9;7;4;2;1;17;4;6;7;16;14;2;–;15;1;-1;15;11;9;2;–;15;3;1;11;15;12;1;2;34;7;18;9
9474156;      Obertrubach;1;1;–;–;4;–;–;4;5;4;1;–;6;-1;1;6;4;3;1;–;5;1;–;4;12;12;–;–;12;–;1;11;8;8;–;–;15;2;3;10;8;7;1;–;8;1;2;5;1;–;1;–;4;–;2;2;10;9;1;–;11;–;1;10
9474158;      Pinzberg;6;5;1;–;8;–;1;7;3;3;–;–;3;–;–;3;9;8;1;–;13;3;2;8;6;3;3;–;9;–;2;7;3;3;–;–;4;-1;–;5;11;10;–;1;19;–;10;9;1;–;1;–;9;4;2;3;5;5;–;–;5;–;-1;6
9474160;      Poxdorf;–;–;–;–;–;–;–;–;2;2;–;–;3;–;1;2;1;1;–;–;1;–;–;1;2;2;–;–;2;–;1;1;3;3;–;–;3;–;–;3;12;11;1;–;15;2;1;12;3;2;–;1;11;2;8;1;–;–;–;–;–;–;–;–
9474161;      Pretzfeld, M;–;–;–;–;2;–;3;-1;4;4;–;–;6;1;–;5;6;6;–;–;7;–;–;7;1;1;–;–;1;–;–;1;2;2;–;–;5;3;–;2;–;–;–;–;2;–;–;2;5;4;–;1;11;1;7;3;3;3;–;–;5;1;1;3
9474168;      Unterleinleiter;3;3;–;–;7;–;2;5;1;1;–;–;2;–;–;2;–;–;–;–;–;–;-1;1;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;1;1;–;–;3;2;–;1;1;1;–;–;1;–;–;1;–;–;–;–;3;1;1;1
9474171;      Weilersbach;6;5;1;–;8;1;2;5;–;–;–;–;2;–;1;1;5;4;–;1;8;1;3;4;6;6;–;–;6;1;-1;6;2;2;–;–;2;–;–;2;7;4;3;–;12;–;3;9;4;3;1;–;6;–;3;3;–;–;–;–;2;–;1;1
9474173;      Weißenohe;2;1;1;–;8;2;2;4;2;2;–;–;2;–;–;2;2;2;–;–;2;–;–;2;5;4;1;–;9;2;3;4;4;3;1;–;6;–;2;4;2;2;–;–;3;1;–;2;3;3;–;–;3;–;2;1;1;1;–;–;1;–;–;1
9474175;      Wiesenthau;4;3;1;–;5;–;1;4;–;–;–;–;–;–;–;–;2;1;1;–;3;–;–;3;4;3;1;–;5;1;1;3;2;2;–;–;3;–;–;3;7;6;1;–;8;1;–;7;6;5;1;–;8;–;2;6;3;1;2;–;8;2;3;3
9474176;      Wiesenttal, M;6;5;1;–;14;–;7;7;4;3;1;–;5;–;2;3;5;5;–;–;5;–;-1;6;1;1;–;–;2;–;2;–;3;2;1;–;7;–;2;5;6;3;3;–;10;1;3;6;2;2;–;–;3;–;0;3;5;4;1;–;8;2;-1;7
9475112;      Bad Steben, M;1;1;–;–;1;–;–;1;2;2;–;–;2;1;-2;3;3;2;–;1;15;–;13;2;3;2;1;–;2;–;-6;8;4;4;–;–;4;–;–;4;4;3;1;–;5;1;1;3;5;4;1;–;7;2;-1;6;5;5;–;–;5;–;0;5
9475113;      Berg;1;1;–;–;1;–;–;1;1;1;–;–;1;–;1;–;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;2;2;–;–;5;–;2;3;2;1;1;–;3;–;1;2;3;3;–;–;2;–;0;2;1;1;–;–;1;–;1;–
9475120;      Döhlau;9;9;–;–;9;-1;1;9;3;3;–;–;3;–;1;2;6;5;1;–;7;–;3;4;5;5;–;–;5;–;-1;6;10;10;–;–;11;1;1;9;6;5;–;1;9;–;5;4;4;2;2;–;7;–;2;5;7;7;–;–;7;–;1;6
9475123;      Feilitzsch;2;2;–;–;4;1;–;3;3;3;–;–;5;1;1;3;4;4;–;–;4;–;-2;6;6;5;1;–;8;–;3;5;2;2;–;–;4;-1;2;3;5;5;–;–;6;–;1;5;4;4;–;–;4;–;1;3;4;4;–;–;6;1;1;4
