Betriebsgrößenstruktur in der Landwirtschaft 2005, 2007, 2010, 2016 und 2020;;;;;;;;;;;;;;;;;;;;;;;;;;
9376151;      Oberviechtach, St;22;30;41;31;12;18;28;39;31;12;2;24;33;28;15;–;23;30;23;16;–;21;30;20;17
9376153;      Pfreimd, St;23;20;19;26;10;19;17;19;24;10;2;16;19;20;13;2;14;14;19;13;1;11;12;14;15
9376159;      Schmidgaden;21;30;32;17;7;21;24;30;13;9;2;18;30;10;11;2;11;21;10;11;1;14;18;9;10
9376160;      Schönsee, St;12;20;23;15;9;14;17;23;12;10;–;16;22;11;11;1;16;22;12;11;1;16;21;10;11
9376161;      Schwandorf, GKSt;25;25;40;58;34;23;24;35;54;33;9;17;37;49;33;5;18;40;42;36;4;12;36;38;39
9376162;      Schwarzach b.Nabburg;11;7;15;21;6;11;6;11;15;8;–;5;11;15;8;–;7;12;14;9;–;6;14;10;10
9376163;      Schwarzenfeld, M;6;8;10;28;7;5;7;9;22;11;1;7;6;24;10;1;2;4;18;13;4;2;5;12;12
9376164;      Schwarzhofen, M;13;13;16;22;10;12;11;15;23;9;–;9;18;20;10;–;11;10;18;12;–;12;10;17;13
9376167;      Stadlern;4;7;–;3;2;6;6;–;3;2;–;4;–;2;2;–;4;–;3;2;–;6;–;3;2
9376168;      Steinberg am See;3;1;3;1;–;3;2;2;1;–;–;1;2;1;–;–;–;2;1;–;–;1;1;–;–
9376169;      Stulln;1;4;7;10;7;2;4;6;10;7;–;2;7;9;7;–;2;5;7;8;2;–;6;3;9
9376170;      Teublitz, St;7;4;7;7;7;5;5;5;8;6;–;4;5;7;8;–;4;4;6;7;1;4;2;6;7
9376171;      Teunz;18;15;16;16;7;14;15;15;16;7;1;13;11;11;11;4;11;9;10;12;1;10;8;10;12
9376172;      Thanstein;12;17;23;17;3;9;17;19;18;3;1;14;18;15;3;–;12;17;13;4;–;12;18;13;4
9376173;      Trausnitz;8;6;18;4;4;6;7;16;4;4;–;5;13;5;4;–;6;8;4;4;–;5;6;5;4
9376175;      Wackersdorf;6;3;6;7;1;5;3;6;6;2;1;2;7;5;2;–;1;6;4;3;–;1;5;4;3
9376176;      Weiding;11;11;5;6;2;11;9;5;6;2;–;6;7;4;2;–;6;5;5;2;–;5;4;6;2
9376178;      Winklarn, M;15;17;22;21;5;13;16;21;20;5;1;14;19;19;7;2;18;17;14;9;1;16;14;13;9
9376444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9377112;      Bärnau, St;23;26;30;31;22;24;28;30;27;22;2;27;26;24;24;–;24;21;23;22;–;18;25;18;25
9377113;      Brand;5;6;4;5;–;6;5;4;3;2;–;3;6;3;1;–;2;3;4;1;–;3;2;3;2
9377115;      Ebnath;6;7;5;–;2;5;8;4;–;2;1;7;3;1;2;1;6;2;1;2;–;3;2;1;2
9377116;      Erbendorf, St;11;13;15;36;8;10;13;14;36;8;1;13;11;36;9;2;14;6;34;12;1;9;7;31;13
9377117;      Falkenberg, M;4;8;6;19;8;5;7;5;14;11;–;7;5;13;11;–;5;6;10;12;–;5;5;8;13
9377118;      Friedenfels;3;6;4;6;2;2;6;4;6;2;–;4;3;5;3;–;6;1;6;3;–;5;1;6;2
9377119;      Fuchsmühl, M;6;3;6;6;1;7;2;6;6;1;–;3;6;6;1;–;5;7;3;1;–;4;7;3;1
9377127;      Immenreuth;7;12;14;5;3;7;11;13;5;3;1;8;12;5;3;–;6;12;6;4;–;8;10;3;5
9377128;      Kastl;10;7;10;6;6;7;7;9;6;6;–;6;8;5;7;–;4;9;5;6;–;3;8;5;5
9377129;      Kemnath, St;20;29;32;34;15;16;28;33;32;14;2;26;30;28;16;1;18;29;23;16;–;21;25;22;16
9377131;      Konnersreuth, M;6;4;14;18;6;4;4;13;16;8;–;5;12;16;7;–;5;11;14;9;–;4;12;14;8
9377132;      Krummennaab;8;5;4;8;9;6;6;2;7;10;–;4;2;6;11;1;4;4;8;10;1;1;5;8;10
9377133;      Kulmain;10;10;21;21;9;8;8;18;22;9;1;7;13;19;11;–;7;12;13;12;–;7;15;11;11
9377137;      Leonberg;7;8;14;24;6;5;6;10;23;7;1;5;8;20;8;–;5;5;16;9;–;4;3;14;11
9377139;      Mähring, M;15;20;24;46;17;12;15;22;42;19;2;12;18;39;20;3;9;17;26;25;1;8;17;22;23
9377141;      Mitterteich, St;5;7;14;39;9;5;7;14;38;9;1;8;16;31;12;–;8;14;24;16;1;7;10;26;14
9377142;      Neualbenreuth, M;10;21;21;22;9;11;17;20;19;11;–;18;16;17;13;–;13;15;16;12;–;12;12;15;12
9377143;      Neusorg;4;3;6;7;1;4;3;5;9;–;1;5;3;7;1;1;3;4;5;2;1;2;4;3;2
9377145;      Pechbrunn;2;2;4;5;4;2;2;3;5;5;–;2;3;4;5;–;1;3;2;6;–;1;2;2;6
9377146;      Plößberg, M;12;8;15;59;18;8;8;14;54;20;1;6;12;49;23;3;8;9;42;26;4;5;12;33;29
9377148;      Pullenreuth;10;10;18;25;12;10;10;17;25;12;–;9;16;22;13;–;11;14;18;14;–;11;15;13;16
9377149;      Reuth b.Erbendorf;1;3;3;4;4;1;3;4;3;5;1;1;3;5;4;1;3;3;3;5;1;3;3;3;5
9377154;      Tirschenreuth, St;14;11;20;62;24;14;8;18;55;28;3;8;21;49;30;5;11;19;39;30;3;11;19;37;26
9377157;      Waldershof, St;13;12;15;20;11;14;7;13;21;10;–;7;13;18;11;2;5;9;15;12;–;6;9;11;13
9377158;      Waldsassen, St;5;12;24;31;15;6;9;21;30;17;–;8;19;28;20;1;7;15;21;22;1;7;14;21;22
9377159;      Wiesau, M;5;2;9;33;10;3;2;9;32;10;–;1;9;29;12;1;1;8;26;13;1;4;9;19;15
9377444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9471111;      Altendorf;5;1;5;1;2;5;3;2;–;2;–;1;2;–;2;–;–;1;1;2;1;1;–;2;2
9471115;      Baunach, St;6;10;4;9;3;4;10;3;9;3;1;10;4;6;4;–;6;6;4;5;–;5;5;3;5
9471117;      Bischberg;17;13;7;7;2;17;11;7;6;2;–;13;5;5;2;–;8;4;5;3;–;5;3;5;2
9471119;      Breitengüßbach;12;7;7;1;4;11;5;6;2;4;–;5;6;1;3;–;5;5;3;2;1;5;6;3;1
9471120;      Burgebrach, M;14;37;54;24;22;15;35;45;27;23;3;31;35;27;23;1;27;25;28;23;–;25;25;20;27
9471122;      Burgwindheim, M;8;7;16;11;9;3;7;15;10;9;1;6;11;9;8;1;6;9;6;10;–;5;10;6;9
9471123;      Buttenheim, M;14;14;19;10;12;11;13;18;9;13;–;10;12;9;15;–;10;11;8;14;–;11;7;7;15
9471128;      Ebrach, M;9;7;5;17;4;7;7;6;16;4;–;6;6;15;4;1;4;3;15;4;–;4;6;12;4
9471131;      Frensdorf;17;22;27;11;15;15;19;25;11;14;–;13;28;9;15;–;12;27;10;11;1;12;22;9;12
9471133;      Gerach;3;1;–;1;1;2;1;–;1;1;–;2;–;1;1;1;–;–;–;1;–;1;–;–;1
9471137;      Gundelsheim;–;–;1;–;–;–;–;1;–;–;–;–;1;–;–;–;–;1;–;–;–;1;–;–;–
9471140;      Hallstadt, St;16;7;16;1;3;14;7;15;2;3;2;4;12;3;2;2;4;6;6;2;3;3;8;6;2
9471142;      Heiligenstadt i.OFr., M;17;48;91;33;13;18;47;80;32;15;1;42;68;30;14;1;31;57;22;15;1;29;49;25;12
9471145;      Hirschaid, M;26;17;18;4;12;21;16;18;3;12;4;14;17;3;14;2;11;14;3;14;1;10;13;5;13
9471150;      Kemmern;5;3;7;1;–;6;2;7;1;–;–;2;7;1;–;–;2;6;2;–;1;3;6;2;–
9471151;      Königsfeld;19;20;39;25;9;14;14;33;24;11;–;17;28;22;12;–;17;21;16;12;–;19;16;13;13
9471152;      Lauter;9;7;4;3;1;4;4;4;3;1;–;4;2;2;1;–;2;3;2;1;–;4;3;1;2
9471154;      Lisberg;2;1;1;4;6;2;1;2;3;5;1;1;1;3;5;1;1;2;4;4;–;1;2;3;4
9471155;      Litzendorf;12;15;15;6;5;15;15;12;6;5;–;14;9;8;5;–;12;8;6;5;–;15;6;6;6
9471159;      Memmelsdorf;7;7;16;5;5;6;7;16;4;5;1;8;13;5;5;1;7;11;5;5;1;7;11;4;5
9471165;      Oberhaid;12;12;15;7;5;14;9;13;7;4;–;8;10;5;5;2;3;8;3;5;2;4;7;3;5
9471169;      Pettstadt;2;5;1;–;2;2;3;1;1;2;2;3;1;1;2;1;1;1;–;2;2;2;1;–;2
9471172;      Pommersfelden;13;16;19;12;13;13;13;19;12;13;1;11;18;11;12;2;10;17;8;13;–;10;13;10;13
9471173;      Priesendorf;10;3;3;3;3;10;5;2;3;3;2;2;5;3;2;2;2;5;2;2;2;4;5;4;1
9471174;      Rattelsdorf, M;14;23;20;8;8;11;19;16;10;8;–;17;10;9;8;–;17;6;7;8;1;15;7;6;8
9471175;      Reckendorf;3;4;4;3;2;4;1;4;3;2;2;2;3;2;2;1;3;1;3;2;1;3;1;3;2
9471185;      Scheßlitz, St;32;40;61;32;29;24;40;53;29;31;3;30;40;29;32;2;17;33;26;30;1;16;24;25;32
9471186;      Schönbrunn i.Steigerwald;10;11;9;4;6;10;10;8;5;5;–;10;8;2;6;1;7;6;2;6;1;9;4;2;6
9471189;      Stadelhofen;17;26;44;12;11;15;22;41;12;12;1;15;36;10;13;–;12;36;9;13;1;14;28;11;13
9471191;      Stegaurach;7;10;5;8;4;6;10;5;7;5;–;7;4;7;5;1;6;7;5;5;–;4;3;6;4
9471195;      Strullendorf;18;27;14;12;6;20;22;12;13;6;3;17;10;12;7;4;9;13;10;8;2;10;11;10;8
9471207;      Viereth-Trunstadt;14;11;14;6;4;10;10;12;8;4;–;7;11;8;4;–;4;11;6;4;1;4;9;5;5
9471208;      Walsdorf;4;8;8;8;3;4;9;6;7;4;–;9;7;6;4;–;10;3;4;5;–;9;2;4;5
9471209;      Wattendorf;16;16;23;7;5;11;15;20;8;5;–;12;19;6;5;1;6;13;8;5;–;9;10;6;5
9471214;      Zapfendorf, M;9;13;12;15;10;6;14;9;13;10;1;12;8;11;11;1;9;6;10;10;1;6;7;8;11
9471220;      Schlüsselfeld, St;30;39;23;25;14;30;33;21;23;14;2;29;17;18;15;3;25;15;19;13;2;22;16;15;14
9471444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9472111;      Ahorntal;30;29;33;15;7;31;31;31;17;6;2;29;21;16;8;2;30;18;12;9;–;28;14;12;9
9472115;      Aufseß;17;22;17;15;5;13;21;14;16;4;–;22;12;16;3;–;14;11;13;4;–;14;11;12;6
9472116;      Bad Berneck i.Fichtelgebirge, St;7;6;11;19;15;7;6;9;15;16;–;6;8;16;15;–;4;7;16;12;1;4;8;8;15
9472118;      Betzenstein, St;16;21;29;24;7;8;21;25;24;7;1;23;16;25;7;2;17;13;17;9;1;19;10;14;9
9472119;      Bindlach;11;8;11;11;16;7;9;11;9;16;2;7;9;7;17;3;7;13;6;17;1;4;11;8;16
9472121;      Bischofsgrün;4;6;3;3;–;2;6;3;3;–;–;5;3;3;–;–;3;3;3;–;–;2;4;2;–
9472127;      Creußen, St;22;11;21;27;17;24;11;16;25;18;3;7;18;21;17;3;10;12;19;17;–;7;9;16;17
9472131;      Eckersdorf;12;9;10;22;11;14;8;9;20;11;1;9;11;17;10;–;9;8;14;9;–;8;8;10;8
9472133;      Emtmannsberg;4;9;8;10;8;3;10;5;8;9;–;4;4;5;9;–;3;6;3;9;–;2;6;3;9
9472138;      Fichtelberg;8;2;3;–;–;8;1;2;1;–;–;1;1;1;–;–;3;2;1;–;1;1;5;1;–
9472139;      Gefrees, St;12;7;21;26;18;12;6;18;24;18;1;5;17;22;18;1;5;14;18;16;1;3;8;20;16
9472140;      Gesees;4;3;3;4;5;4;2;4;4;5;–;2;4;4;4;–;2;4;5;3;–;2;4;5;3
9472141;      Glashütten;1;3;–;–;–;1;3;–;–;–;–;2;–;–;–;–;1;1;–;–;–;1;1;–;–
9472143;      Goldkronach, St;8;10;4;12;10;5;9;3;12;10;2;7;5;11;9;1;6;8;9;7;1;7;6;8;8
9472146;      Haag;4;2;3;2;2;2;3;2;2;1;–;1;4;–;1;–;2;3;–;1;–;2;2;–;1
9472150;      Heinersreuth;9;4;9;7;4;9;3;8;6;4;–;2;6;5;5;–;2;6;3;5;–;2;6;3;5
9472154;      Hollfeld, St;31;41;35;32;14;30;31;36;32;14;–;28;29;32;16;1;19;28;28;17;1;19;21;25;17
9472155;      Hummeltal;8;6;6;5;5;8;5;8;3;6;1;5;7;4;5;–;6;5;4;6;–;7;5;4;6
9472156;      Kirchenpingarten;8;15;28;10;7;7;13;30;9;6;–;9;26;9;6;2;7;14;7;6;–;7;11;8;6
9472164;      Mehlmeisel;16;7;5;2;1;17;7;5;2;1;–;7;5;3;–;–;7;6;2;–;–;8;5;1;1
9472166;      Mistelbach;1;2;2;3;6;–;2;1;3;6;–;2;1;2;6;–;2;2;2;6;–;2;1;2;6
9472167;      Mistelgau;24;19;19;29;13;15;20;19;25;14;1;19;15;25;13;–;18;11;18;15;1;15;13;15;14
9472175;      Pegnitz, St;43;36;42;31;28;39;35;37;25;29;2;34;36;21;29;3;32;32;15;31;2;36;29;13;32
9472176;      Plankenfels;7;8;5;10;3;5;6;5;9;4;–;6;7;7;3;–;7;9;4;5;–;7;6;6;5
9472177;      Plech, M;6;5;7;10;4;4;5;9;8;4;–;4;7;7;5;–;3;4;6;6;–;4;4;5;6
9472179;      Pottenstein, St;46;57;40;20;9;39;58;37;19;9;2;44;35;18;8;1;39;31;17;10;2;36;26;22;9
9472180;      Prebitz;7;7;3;9;12;5;6;3;7;13;–;6;3;6;14;–;3;4;7;14;–;4;3;6;13
9472184;      Schnabelwaid, M;6;1;3;4;3;5;1;3;4;3;–;2;4;4;3;–;3;2;4;3;–;4;3;3;3
9472188;      Seybothenreuth;1;–;2;11;9;1;–;1;11;9;–;–;–;10;9;–;–;1;8;9;–;2;1;5;9
9472190;      Speichersdorf;18;10;28;33;22;19;11;24;31;23;4;6;26;28;22;3;7;22;25;24;2;9;22;22;22
9472197;      Waischenfeld, St;40;63;56;14;12;39;58;45;12;13;3;45;45;11;14;2;36;42;9;14;–;35;40;10;14
9472198;      Warmensteinach;7;1;3;1;–;6;2;2;1;–;–;2;1;2;–;–;2;1;2;–;1;2;2;2;–
9472199;      Weidenberg, M;16;12;17;40;16;12;12;18;39;16;1;9;17;35;16;2;11;13;31;18;1;11;14;27;18
9472444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9473112;      Ahorn;8;3;8;11;7;5;5;6;11;7;1;2;6;10;7;2;1;3;10;7;–;1;4;9;5
9473120;      Dörfles-Esbach;1;–;1;1;1;1;1;–;1;1;1;–;–;1;1;1;–;–;1;1;1;–;–;–;1
9473121;      Ebersdorf b.Coburg;2;1;8;20;10;3;–;9;17;11;1;2;7;14;12;1;2;5;10;12;1;–;6;6;11
9473132;      Großheirath;13;6;16;8;16;6;7;13;8;16;1;6;12;9;15;2;10;5;9;15;1;8;5;9;15
9473134;      Grub a.Forst;–;1;2;6;4;–;2;2;5;4;–;1;2;4;4;–;1;1;1;5;–;1;–;1;5
9473138;      Itzgrund;8;14;16;10;17;10;15;12;11;17;1;13;9;10;18;3;9;11;8;17;2;9;9;8;16
9473141;      Lautertal;4;4;7;6;10;5;3;8;4;10;–;3;6;5;10;–;3;3;2;12;–;4;4;2;9
9473144;      Meeder;18;6;36;61;35;15;5;32;56;36;2;10;27;48;38;–;9;18;39;39;1;11;21;37;35
9473151;      Neustadt b.Coburg, GKSt;9;7;18;19;36;8;7;17;16;36;–;7;14;16;36;–;7;14;12;33;–;9;8;19;26
9473153;      Niederfüllbach;–;–;–;1;4;–;–;–;1;4;–;–;–;1;4;–;–;1;1;4;–;–;1;1;4
9473158;      Bad Rodach, St;14;14;23;28;34;13;10;24;23;36;1;10;19;24;36;–;6;20;19;36;2;8;22;17;32
9473159;      Rödental, St;7;6;9;7;16;5;6;9;9;14;2;4;9;9;13;–;5;4;5;14;–;5;2;6;13
9473165;      Seßlach, St;25;19;22;22;23;19;18;19;22;22;1;14;17;21;22;1;11;14;19;22;1;14;12;15;22
9473166;      Sonnefeld;11;3;11;17;16;4;4;9;17;16;–;4;6;16;17;2;3;5;11;18;1;3;6;14;15
9473170;      Untersiemau;10;5;9;9;8;8;6;6;10;8;–;5;7;7;8;–;4;5;4;7;1;4;5;3;7
9473174;      Weidhausen b.Coburg;2;1;1;4;6;1;1;1;3;6;–;1;1;3;6;–;1;2;3;5;1;–;1;1;6
9473175;      Weitramsdorf;2;2;4;5;5;3;1;4;5;5;–;2;2;5;5;–;1;3;4;5;–;1;3;3;5
9473444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9474119;      Dormitz;8;7;11;1;1;8;8;10;1;1;2;7;10;1;1;1;9;8;1;1;1;7;6;2;1
9474121;      Ebermannstadt, St;36;32;25;10;7;26;30;23;7;9;6;29;23;7;9;5;28;21;4;9;4;26;20;5;8
9474122;      Effeltrich;35;16;12;6;3;27;16;12;6;3;11;13;16;5;3;12;16;3;7;4;8;14;5;6;3
9474123;      Eggolsheim, M;35;26;17;7;12;24;25;16;7;12;10;21;15;6;12;7;15;12;11;10;3;16;13;10;10
9474124;      Egloffstein, M;58;40;13;8;2;53;42;13;6;2;24;36;14;6;2;14;32;13;5;2;14;29;12;6;2
9474126;      Forchheim, GKSt;27;4;4;3;2;17;4;4;3;2;5;5;5;3;2;2;3;5;4;2;1;6;5;3;2
9474129;      Gößweinstein, M;61;62;36;20;6;58;60;34;17;8;4;51;29;17;7;1;50;26;9;10;2;46;24;9;9
9474132;      Gräfenberg, St;50;25;23;19;11;41;23;22;18;11;25;21;19;15;12;25;15;16;14;11;20;17;14;11;11
9474133;      Hallerndorf;18;15;8;11;9;17;13;8;10;10;4;10;8;10;9;3;12;6;6;11;3;9;7;4;11
9474134;      Hausen;16;8;5;4;1;10;8;4;5;1;2;7;3;4;2;1;3;4;4;2;–;4;2;5;2
9474135;      Heroldsbach;16;8;7;3;2;15;8;6;3;2;–;6;5;3;2;1;5;5;3;2;1;5;5;3;2
9474137;      Hetzles;20;8;12;5;4;16;9;12;5;4;8;7;10;7;3;4;6;9;7;3;3;7;5;7;3
9474138;      Hiltpoltstein, M;17;15;12;18;6;19;12;12;15;7;5;11;13;10;8;3;15;11;10;8;4;8;11;8;9
9474140;      Igensdorf, M;60;18;17;18;13;47;17;17;15;11;31;18;15;13;11;18;16;9;14;11;19;10;9;11;12
9474143;      Kirchehrenbach;8;8;3;3;1;8;7;4;3;1;2;7;3;3;1;1;6;2;3;2;–;2;3;4;1
9474144;      Kleinsendelbach;15;6;9;3;–;12;9;7;3;–;3;7;3;2;1;2;3;3;–;2;4;2;1;–;2
9474145;      Kunreuth;24;6;12;5;2;14;4;10;4;2;7;6;7;3;2;4;4;8;3;2;5;5;7;3;2
9474146;      Langensendelbach;11;8;5;3;2;9;8;5;3;2;4;12;1;4;2;1;9;1;3;2;–;8;1;3;2
9474147;      Leutenbach;48;20;11;8;2;41;20;8;8;2;22;19;7;7;3;17;18;5;8;3;9;14;4;7;4
9474154;      Neunkirchen a.Brand, M;57;19;25;8;5;48;19;23;8;5;33;18;20;8;5;15;17;15;7;7;14;15;16;7;7
9474156;      Obertrubach;51;28;14;3;–;43;27;13;2;–;4;22;11;3;–;–;23;8;2;–;1;17;11;2;–
9474158;      Pinzberg;23;14;8;10;7;24;8;9;8;7;8;6;6;8;7;5;5;7;4;9;7;3;8;3;8
9474160;      Poxdorf;6;8;6;4;2;6;9;4;4;2;2;10;3;4;2;5;6;5;4;2;5;7;4;3;2
9474161;      Pretzfeld, M;56;25;20;5;3;53;26;15;3;3;36;28;13;2;3;28;19;10;2;4;19;19;9;2;4
9474168;      Unterleinleiter;5;14;3;1;3;5;12;3;1;3;–;11;3;1;3;–;12;2;1;3;–;11;–;3;2
9474171;      Weilersbach;17;7;3;1;3;16;7;3;1;3;1;7;4;1;3;–;7;6;2;2;2;8;5;2;2
9474173;      Weißenohe;7;–;2;–;1;5;1;1;–;1;2;–;2;–;1;2;–;2;–;1;1;–;2;–;1
9474175;      Wiesenthau;17;8;5;3;2;16;7;3;2;3;4;9;3;1;3;1;8;3;2;2;2;6;4;2;2
9474176;      Wiesenttal, M;28;30;28;15;11;28;27;27;15;10;7;25;21;17;10;3;21;20;17;10;3;21;17;16;10
9475112;      Bad Steben, M;4;4;10;18;6;3;1;10;18;6;1;2;9;16;5;1;5;7;11;7;–;4;7;8;8
9475113;      Berg;4;4;6;23;16;3;3;6;23;16;–;3;5;23;16;1;3;5;18;12;–;4;6;14;13
9475120;      Döhlau;2;–;4;7;11;–;–;4;6;11;–;2;4;6;9;–;1;3;4;9;–;2;3;5;8
9475123;      Feilitzsch;6;3;6;10;18;8;1;5;9;18;–;4;4;10;17;1;2;7;7;16;–;2;4;8;14
9475127;      Gattendorf;1;1;4;7;13;1;1;4;8;12;–;–;2;9;12;–;–;4;7;12;–;–;2;7;10
9475128;      Geroldsgrün;8;8;9;6;5;6;6;9;7;4;–;5;7;8;4;1;6;7;5;6;–;9;5;4;6
9475136;      Helmbrechts, St;11;6;11;21;20;9;4;12;19;20;1;7;11;13;23;1;5;8;13;21;1;5;7;11;22
9475137;      Issigau;4;–;4;4;5;2;–;4;4;5;–;1;3;4;5;–;–;2;3;5;–;–;4;1;5
9475141;      Köditz;3;5;5;14;17;3;5;4;12;17;1;4;5;10;16;1;3;5;8;15;1;2;4;4;18
9475142;      Konradsreuth;5;4;22;35;16;5;3;21;34;17;–;2;22;30;19;2;2;13;26;20;–;4;13;23;21
9475145;      Leupoldsgrün;2;–;1;5;4;1;–;2;4;4;–;–;2;3;4;–;1;–;2;4;–;1;–;2;5
9475146;      Lichtenberg, St;2;–;1;2;–;2;–;1;2;–;–;–;–;2;–;–;1;–;–;–;–;–;–;–;1
9475154;      Münchberg, St;16;7;35;39;33;10;6;30;40;33;1;3;24;38;33;2;6;20;32;34;2;7;17;31;30
9475156;      Naila, St;10;6;8;7;10;8;7;6;7;10;–;4;8;6;11;1;5;8;7;10;–;6;5;8;10
9475158;      Oberkotzau, M;4;3;1;8;9;4;1;1;8;9;–;1;2;6;9;–;–;5;4;8;–;1;5;4;8
9475161;      Regnitzlosau;8;4;8;21;17;7;3;8;20;17;–;3;9;18;17;–;5;9;19;16;–;7;8;16;15
9475162;      Rehau, St;6;10;22;26;18;6;11;18;26;18;–;11;17;21;19;1;9;16;21;19;2;8;14;20;19
9475165;      Schauenstein, St;4;3;13;17;12;3;–;12;17;12;–;2;11;17;12;2;4;10;15;12;–;6;10;12;11
9475168;      Schwarzenbach a.d.Saale, St;10;6;20;37;22;9;6;18;37;22;3;3;18;33;23;1;4;16;31;24;2;6;14;29;23
9475169;      Schwarzenbach a.Wald, St;6;8;6;8;9;5;8;7;7;9;–;6;9;6;9;–;5;8;6;9;–;6;9;5;9
9475171;      Selbitz, St;5;2;6;13;21;2;4;6;14;19;–;4;5;11;21;–;4;4;10;21;–;3;5;11;20
9475174;      Sparneck, M;2;4;1;3;6;2;5;–;2;6;1;4;–;2;6;1;1;–;1;6;1;1;–;1;6
9475175;      Stammbach, M;6;7;13;15;17;4;6;11;15;17;1;4;9;14;17;1;3;10;14;15;–;3;7;14;14
9475181;      Töpen;2;2;4;11;16;2;3;5;8;15;1;1;2;8;16;1;1;4;7;13;–;1;3;10;10
9475182;      Trogen;2;–;1;5;7;2;–;1;5;7;–;–;1;4;7;–;1;–;4;7;–;1;2;4;5
9475184;      Weißdorf;3;1;8;20;8;3;1;7;19;8;3;1;6;15;8;–;1;9;11;8;–;4;8;11;8
9475189;      Zell im Fichtelgebirge, M;3;3;12;23;8;4;4;9;19;10;–;4;8;17;11;1;2;6;14;12;1;2;5;12;12
9475444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9476145;      Kronach, St;19;25;29;16;15;19;26;29;13;16;2;26;23;12;17;3;22;21;9;19;2;20;17;12;18
9476146;      Küps, M;6;9;14;18;10;7;9;12;16;12;3;5;12;14;12;1;4;7;12;14;1;4;7;11;13
9476152;      Ludwigsstadt, St;9;10;16;11;6;9;9;12;9;6;1;5;9;6;6;–;5;5;6;5;–;6;5;6;5
9476154;      Mitwitz, M;10;5;6;12;7;12;8;5;10;8;2;6;4;10;7;1;7;7;7;7;1;6;7;7;7
9476159;      Nordhalben, M;3;2;4;5;–;2;4;3;5;–;–;5;2;5;–;–;5;2;5;–;–;3;3;5;–
9476164;      Pressig, M;9;11;27;17;6;8;11;26;14;8;–;13;23;13;8;–;14;22;13;8;–;12;22;15;6
9476166;      Reichenbach;–;–;1;2;2;–;–;–;2;2;–;–;–;2;2;–;–;–;1;2;–;1;–;1;2
9476171;      Schneckenlohe;5;2;3;3;3;5;2;3;3;3;–;1;2;1;3;–;1;3;–;2;1;1;3;–;2
9476175;      Steinbach a.Wald;13;21;22;14;5;12;16;22;12;5;1;15;22;11;6;1;13;20;12;5;–;10;19;9;5
9476177;      Steinwiesen, M;19;21;18;8;1;14;23;18;7;1;1;19;16;7;3;–;16;12;9;4;–;15;11;9;4
9476178;      Stockheim;9;10;15;10;4;10;7;16;12;4;2;8;14;10;4;4;8;10;8;3;3;9;11;3;6
9476179;      Tettau, M;–;2;3;3;–;–;1;2;4;–;–;–;1;2;2;–;–;1;2;1;–;–;1;2;1
9476180;      Teuschnitz, St;6;9;12;5;5;8;8;11;5;5;1;7;9;4;4;–;7;10;3;5;1;8;10;6;3
9476182;      Tschirn;3;7;5;2;–;5;4;6;2;–;–;3;6;1;–;–;2;4;2;–;–;3;3;2;1
9476183;      Marktrodach, M;8;2;6;8;8;6;3;4;8;8;–;5;4;5;8;–;2;4;6;8;–;1;1;9;7
9476184;      Wallenfels, St;13;6;12;3;1;9;11;10;3;1;1;8;9;3;1;1;4;8;3;1;1;5;8;2;1
9476185;      Weißenbrunn;5;9;15;12;7;5;8;14;11;7;1;6;11;6;9;1;6;7;7;9;–;6;4;8;7
9476189;      Wilhelmsthal;21;27;26;5;6;19;25;20;6;6;1;25;16;5;7;1;21;15;7;5;1;17;14;6;5
9476444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9477117;      Grafengehaig, M;3;5;5;4;6;4;4;5;4;6;–;5;2;5;6;–;3;3;4;6;–;5;3;3;6
9477118;      Guttenberg;1;2;5;2;3;1;2;4;2;3;–;1;3;3;3;–;1;3;4;3;–;2;2;3;4
9477119;      Harsdorf;3;5;6;3;3;4;4;6;3;3;2;3;5;3;3;1;4;5;2;3;1;4;6;1;3
9477121;      Himmelkron;2;4;2;9;17;1;3;2;7;17;1;2;2;7;17;1;1;4;6;17;–;1;4;5;19
9477124;      Kasendorf, M;13;13;18;16;13;12;13;14;13;15;1;6;15;10;15;2;7;11;8;14;1;5;6;11;14
9477127;      Ködnitz;6;6;8;8;4;4;6;8;9;3;–;5;9;7;3;–;4;11;7;3;–;4;10;6;3
9477128;      Kulmbach, GKSt;30;22;43;35;27;25;18;34;37;27;3;16;30;31;28;3;15;18;29;24;2;15;24;23;25
9477129;      Kupferberg, St;2;1;4;3;3;2;1;2;3;3;–;1;2;3;3;–;1;2;3;3;–;1;1;4;2
