Kindertageseinrichtungen seit 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9376169;      Stulln;1;75;68;–;61;7;–;12;1;87;85;12;60;13;–;15;1;87;83;13;61;9;–;17;1;87;84;10;60;14;–;18;1;87;86;10;65;11;–;19;1;87;85;11;63;11;–;19
9376170;      Teublitz, St;3;223;237;45;167;25;–;43;3;238;255;51;175;29;–;49;3;263;269;40;192;37;–;55;3;285;275;56;183;36;–;60;4;309;277;47;194;36;–;55;5;326;302;71;183;48;–;70
9376171;      Teunz;1;83;81;7;58;16;–;11;1;83;78;11;62;5;–;11;1;83;83;8;60;15;–;12;1;83;79;6;48;25;–;12;1;83;73;16;47;10;–;13;1;80;84;17;54;13;–;16
9376172;      Thanstein;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9376173;      Trausnitz;1;28;24;3;17;4;–;6;1;25;27;3;20;4;–;6;1;25;29;3;19;7;–;7;1;28;34;–;24;10;–;7;1;28;32;1;24;7;–;7;1;28;50;10;22;18;–;9
9376175;      Wackersdorf;4;223;205;43;141;21;–;55;4;223;200;46;135;19;–;51;5;243;220;53;147;20;–;54;5;248;221;62;123;36;–;55;5;248;212;68;124;20;–;60;5;255;235;78;127;30;–;55
9376176;      Weiding;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9376178;      Winklarn, M;1;87;57;7;43;7;–;7;1;87;65;9;46;10;–;10;1;87;68;14;50;4;–;10;1;87;74;14;53;7;–;10;1;87;80;14;54;12;–;10;1;87;79;16;57;6;–;12
9376444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9377112;      Bärnau, St;1;99;89;18;54;17;–;18;1;99;100;22;61;16;1;21;1;102;90;20;59;11;–;19;1;136;112;24;75;13;–;25;1;136;126;37;73;16;–;27;1;136;120;25;79;16;–;30
9377113;      Brand;1;52;51;15;18;18;–;7;1;64;38;13;22;3;–;9;2;73;51;18;29;4;–;12;1;64;57;21;33;3;–;12;1;74;64;14;42;8;–;15;1;74;65;12;48;5;–;11
9377115;      Ebnath;1;64;48;9;26;13;–;9;1;62;43;9;31;3;–;10;1;62;50;11;31;8;–;12;1;62;49;14;28;7;–;11;1;62;48;12;26;10;–;9;1;62;49;14;27;8;–;9
9377116;      Erbendorf, St;5;305;299;42;158;99;–;60;5;313;304;44;153;106;1;62;5;332;317;50;145;121;1;67;5;332;307;47;144;115;1;62;5;351;324;55;133;135;1;67;5;361;338;59;140;135;4;72
9377117;      Falkenberg, M;1;30;28;2;21;5;–;5;1;30;28;1;25;2;–;5;1;30;29;1;22;6;–;5;1;30;28;–;23;5;–;5;2;42;34;12;20;2;–;9;2;42;37;13;18;6;–;11
9377118;      Friedenfels;1;40;30;3;25;2;–;6;1;40;31;7;14;10;–;5;1;40;27;11;11;5;–;6;1;40;38;17;19;2;–;8;1;52;43;14;26;3;–;9;1;55;52;17;32;3;–;11
9377119;      Fuchsmühl, M;1;62;53;11;37;5;–;16;1;62;57;16;33;8;–;17;1;62;53;17;30;6;–;16;1;62;58;12;30;16;–;15;1;62;44;13;28;3;–;15;1;62;47;13;28;6;–;13
9377127;      Immenreuth;1;99;94;16;71;7;–;14;1;99;79;17;53;9;–;15;1;99;82;12;51;19;–;15;1;99;70;11;46;13;–;16;1;99;77;17;51;9;–;15;1;99;68;19;38;11;–;17
9377128;      Kastl;1;97;99;11;50;38;–;17;1;119;119;16;59;44;–;16;1;120;119;15;52;52;–;19;1;118;100;14;56;30;–;22;1;118;94;19;48;27;–;21;1;118;109;19;50;40;–;21
9377129;      Kemnath, St;2;277;276;65;152;55;4;53;2;277;268;67;150;47;4;57;2;277;264;54;150;57;3;57;2;277;260;65;130;60;5;60;2;319;277;75;129;73;–;69;2;319;265;71;134;60;–;69
9377131;      Konnersreuth, M;1;77;79;12;51;16;–;11;1;77;79;14;50;15;–;11;1;77;67;9;44;14;–;12;1;77;73;12;47;14;–;13;1;77;70;11;43;16;–;13;1;77;76;14;48;14;–;14
9377132;      Krummennaab;1;42;38;8;26;4;–;9;1;42;38;9;27;2;–;10;1;42;32;7;21;4;–;10;1;42;27;6;16;5;–;9;1;42;26;6;18;2;–;9;1;42;30;12;16;2;–;10
9377133;      Kulmain;1;124;110;20;72;18;–;20;1;124;123;19;74;30;–;18;1;124;106;21;71;14;–;18;2;144;117;25;74;18;–;26;2;146;112;27;75;10;–;26;2;146;115;18;83;14;–;24
9377137;      Leonberg;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9377139;      Mähring, M;1;62;60;6;41;13;–;8;1;62;67;8;43;16;–;10;1;62;63;10;39;14;–;11;1;62;68;14;41;13;–;12;1;70;65;12;37;16;–;13;1;70;76;17;43;16;–;13
9377141;      Mitterteich, St;3;263;270;44;178;48;–;47;4;285;308;64;186;57;1;49;4;301;307;59;187;61;–;55;4;315;322;64;196;62;–;67;4;419;377;77;212;88;–;75;4;422;379;72;214;93;–;76
9377142;      Neualbenreuth, M;1;74;51;6;25;20;–;8;1;74;60;10;29;21;–;9;1;74;59;9;34;16;–;9;1;72;63;10;32;21;–;9;1;74;71;12;40;19;–;11;1;74;71;15;35;21;–;8
9377143;      Neusorg;1;88;86;16;49;21;–;16;1;74;73;9;57;7;–;15;1;78;77;13;51;13;–;16;1;78;66;15;44;7;–;18;1;78;70;20;32;18;–;18;1;71;71;17;38;16;–;20
9377145;      Pechbrunn;1;62;69;13;39;17;–;11;1;62;57;13;31;13;–;10;1;62;52;12;35;5;–;10;1;90;74;12;42;20;–;9;1;82;68;12;31;25;–;11;1;82;74;11;33;30;–;10
9377146;      Plößberg, M;2;124;113;14;76;23;–;14;2;124;114;19;78;17;–;15;2;124;113;17;77;19;–;15;2;124;122;18;86;18;–;18;2;143;125;27;83;15;–;21;2;164;138;27;93;18;–;23
9377148;      Pullenreuth;1;62;58;12;35;11;–;15;1;63;56;13;35;8;–;14;1;62;53;9;34;10;–;13;1;62;46;11;29;6;–;12;1;62;52;15;31;6;–;15;1;62;51;15;28;8;–;14
9377149;      Reuth b.Erbendorf;1;48;44;11;29;4;–;8;1;48;45;8;30;7;–;7;1;48;35;6;26;3;–;6;1;48;40;13;23;4;–;7;1;48;37;15;18;4;–;11;1;48;42;14;25;3;–;8
9377154;      Tirschenreuth, St;4;404;366;54;216;92;4;68;4;404;379;69;203;100;7;76;5;422;391;73;208;110;–;85;5;433;391;75;202;113;1;85;5;458;410;76;220;114;–;97;5;474;427;77;218;131;1;101
9377157;      Waldershof, St;2;177;150;29;89;31;1;25;3;178;154;25;97;31;1;23;3;180;162;33;112;17;–;27;3;180;174;37;113;24;–;30;3;180;175;34;114;27;–;31;3;180;165;32;106;27;–;35
9377158;      Waldsassen, St;2;336;324;46;148;129;1;42;2;336;348;51;161;135;1;41;3;348;333;45;164;122;2;47;3;385;382;60;183;134;5;51;3;418;397;66;195;133;3;58;3;447;402;66;176;159;1;67
9377159;      Wiesau, M;2;138;153;27;82;44;–;22;2;133;144;20;91;33;–;24;2;144;156;33;82;41;–;25;2;144;152;28;84;40;–;26;3;214;164;39;84;41;–;41;3;214;195;40;111;44;–;41
9377444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9471111;      Altendorf;1;156;134;26;74;33;1;22;1;156;150;25;82;43;–;23;1;156;150;9;66;74;1;23;1;156;134;27;62;45;–;23;1;156;127;27;57;43;–;24;1;156;139;38;62;39;–;25
9471115;      Baunach, St;2;241;226;33;123;70;–;45;2;256;220;34;103;82;1;49;2;256;207;31;100;75;1;46;2;256;214;37;111;66;–;47;3;282;248;44;124;80;–;48;3;276;241;40;129;72;–;46
9471117;      Bischberg;5;330;300;48;174;78;–;50;5;352;303;54;174;75;–;59;5;356;307;72;147;88;–;62;5;333;304;68;156;79;1;59;5;333;310;63;181;65;1;61;5;377;344;65;187;91;1;60
9471119;      Breitengüßbach;2;190;184;45;124;15;–;41;3;206;218;60;128;30;–;46;2;218;218;54;147;17;–;52;2;222;233;51;156;26;–;50;2;218;225;54;139;32;–;54;2;218;205;50;128;27;–;53
9471120;      Burgebrach, M;3;377;315;81;209;25;–;67;3;377;340;90;229;21;–;72;3;377;338;75;231;32;–;71;3;390;340;83;210;47;–;71;3;402;352;93;219;40;–;76;3;390;345;79;225;41;–;76
9471122;      Burgwindheim, M;1;67;54;3;34;17;–;7;1;67;58;7;32;19;–;8;1;70;62;8;40;14;–;10;1;70;64;12;42;10;–;12;1;76;75;14;48;13;–;14;1;86;86;22;44;20;–;15
9471123;      Buttenheim, M;3;190;177;44;118;15;–;33;4;251;184;32;124;28;–;41;4;244;199;44;131;24;–;44;4;242;218;57;129;32;–;45;4;259;218;52;145;21;–;51;4;262;228;52;147;29;–;52
9471128;      Ebrach, M;1;87;81;9;42;27;3;14;1;97;88;10;45;33;–;16;1;117;90;12;39;39;–;19;1;120;96;11;49;35;1;19;1;120;102;12;50;39;1;20;1;117;95;12;50;32;1;20
9471131;      Frensdorf;3;308;289;52;160;77;–;47;4;328;296;55;158;83;–;53;4;328;316;55;181;80;–;52;5;365;339;66;173;99;1;57;4;365;328;72;167;89;–;71;4;368;323;68;178;74;3;68
9471133;      Gerach;1;25;25;8;17;–;–;6;1;37;27;9;16;2;–;8;1;37;32;11;20;1;–;5;1;59;48;15;30;3;–;8;1;59;47;17;26;4;–;11;1;63;55;14;36;5;–;13
9471137;      Gundelsheim;2;233;202;76;112;14;–;46;2;232;218;46;115;56;1;41;2;257;241;54;119;67;1;41;3;302;246;44;132;69;1;42;3;297;223;46;104;72;1;34;3;293;269;50;128;89;2;43
9471140;      Hallstadt, St;9;524;516;127;213;174;2;118;10;574;533;140;241;149;3;130;9;600;538;119;273;144;2;132;9;574;522;97;271;153;1;121;9;571;519;104;259;155;1;129;9;581;525;97;251;177;–;125
9471142;      Heiligenstadt i.OFr., M;1;200;175;21;79;74;1;23;1;200;172;25;82;64;1;19;1;218;184;28;84;71;1;24;1;218;205;30;97;77;1;26;1;218;211;25;98;87;1;25;1;218;205;29;92;83;1;25
9471145;      Hirschaid, M;10;853;693;150;401;141;1;157;10;814;705;147;415;141;2;170;10;828;708;171;383;154;–;173;10;832;720;164;398;156;2;169;8;814;715;177;374;163;1;159;8;816;710;185;357;167;1;172
9471150;      Kemmern;1;155;129;16;65;47;1;17;1;155;131;23;59;49;–;16;1;155;126;14;69;43;–;16;1;155;133;21;64;48;–;17;2;226;158;41;72;45;–;27;2;226;163;46;77;40;–;28
9471151;      Königsfeld;1;101;116;20;48;48;–;20;1;101;114;17;48;49;–;23;1;101;108;19;35;53;1;22;1;101;109;26;52;31;–;19;1;121;112;19;51;42;–;26;1;121;119;19;58;42;–;27
9471152;      Lauter;1;50;42;1;29;12;–;8;1;50;48;10;29;9;–;8;1;50;43;6;29;8;–;8;1;50;41;3;30;8;–;7;1;50;31;4;24;3;–;6;1;50;35;8;23;4;–;6
9471154;      Lisberg;3;92;81;13;33;35;–;16;3;92;80;12;39;29;–;16;3;112;83;15;47;21;–;20;3;124;93;21;51;21;–;20;3;124;96;16;55;25;–;21;2;99;76;19;49;8;–;25
9471155;      Litzendorf;3;311;305;61;177;67;–;48;4;361;329;69;185;75;–;54;4;361;332;74;171;86;1;56;4;361;347;68;187;92;–;57;4;361;343;72;182;89;–;60;4;361;333;73;195;65;–;66
9471159;      Memmelsdorf;6;358;329;80;215;34;–;72;6;355;334;81;218;35;–;70;6;401;342;90;215;37;–;74;6;401;358;96;219;43;–;72;5;390;357;80;231;46;–;69;5;391;369;94;229;46;–;78
9471165;      Oberhaid;3;239;208;51;137;20;–;42;3;255;219;42;152;25;–;49;3;286;241;42;163;36;–;54;3;298;246;59;151;36;–;55;3;298;229;55;139;35;–;51;3;298;232;50;145;37;–;56
9471169;      Pettstadt;2;138;147;33;51;62;1;27;2;176;160;26;63;69;2;28;3;191;174;24;67;82;1;30;1;197;177;27;76;74;–;26;1;215;210;42;79;89;–;29;1;215;221;37;83;100;1;30
9471172;      Pommersfelden;4;229;202;29;91;81;1;37;4;222;205;36;84;85;–;36;4;239;199;33;81;85;–;37;4;246;191;27;78;86;–;35;4;246;183;19;86;78;–;34;4;194;177;30;91;55;1;39
9471173;      Priesendorf;1;92;82;25;43;14;–;20;1;92;83;22;54;7;–;20;1;92;87;16;62;9;–;20;1;99;94;29;53;12;–;24;1;99;88;27;51;10;–;24;1;103;84;15;54;15;–;27
9471174;      Rattelsdorf, M;4;249;195;49;120;26;–;42;4;249;214;58;127;29;–;48;4;241;200;57;116;27;–;44;4;255;212;71;123;18;–;50;4;255;213;67;121;25;–;51;4;255;218;63;133;22;–;51
9471175;      Reckendorf;2;157;131;25;56;45;5;21;2;157;146;27;67;47;5;26;2;157;132;27;74;30;1;31;2;157;131;26;67;37;1;28;2;169;159;24;77;58;–;26;2;174;164;24;64;74;2;32
9471185;      Scheßlitz, St;5;322;269;69;174;26;–;58;5;322;302;81;191;30;–;61;5;322;299;68;204;27;–;63;5;339;337;73;218;46;–;66;5;348;348;84;219;45;–;72;4;384;351;85;225;41;–;76
9471186;      Schönbrunn i.Steigerwald;1;89;79;16;60;3;–;13;1;97;89;19;57;13;–;14;1;99;92;16;69;7;–;15;1;114;106;21;72;13;–;20;1;144;110;24;78;8;–;22;1;129;119;26;74;19;–;21
9471189;      Stadelhofen;1;74;74;14;44;16;–;10;1;87;78;6;50;22;–;12;1;87;82;10;49;23;–;12;1;107;93;20;45;28;–;16;1;107;95;12;47;35;1;16;1;107;99;21;49;29;–;17
9471191;      Stegaurach;5;283;238;60;153;25;–;45;6;313;252;64;160;28;–;51;4;313;259;71;161;27;–;54;4;313;271;76;167;28;–;50;3;325;275;76;175;24;–;53;3;311;290;72;177;41;–;59
9471195;      Strullendorf;5;365;320;68;189;61;2;54;5;367;342;84;187;71;–;59;5;369;371;90;222;58;1;64;5;412;399;86;230;83;–;75;5;496;477;79;225;168;5;80;7;566;527;81;240;206;–;93
9471207;      Viereth-Trunstadt;4;235;213;45;96;72;–;39;4;255;226;48;106;72;–;43;4;255;225;41;107;77;–;45;4;255;231;44;119;67;1;50;4;260;241;46;112;83;–;52;4;278;238;40;118;80;–;53
9471208;      Walsdorf;3;124;115;27;77;11;–;22;3;124;119;25;80;14;–;24;1;136;113;29;77;7;–;20;1;136;128;28;85;15;–;20;1;136;132;38;76;18;–;18;1;136;127;27;83;17;–;20
9471209;      Wattendorf;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9471214;      Zapfendorf, M;5;332;280;51;161;68;–;55;5;332;305;54;163;88;–;59;3;329;293;52;155;86;–;64;5;381;304;59;153;92;–;66;4;401;317;73;137;107;–;69;4;426;339;64;164;111;–;71
9471220;      Schlüsselfeld, St;4;321;250;52;143;55;–;51;4;321;245;55;152;38;–;50;4;321;258;55;159;44;–;48;4;321;256;54;165;37;–;50;4;321;268;50;170;48;–;50;4;321;253;53;163;37;–;54
9471444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9472111;      Ahorntal;1;85;87;4;60;23;–;13;1;85;90;3;52;35;–;13;2;97;97;11;57;29;–;17;2;134;107;21;58;28;–;21;2;134;119;23;61;35;–;20;2;134;121;18;65;38;–;21
9472115;      Aufseß;1;25;22;3;10;9;–;7;1;25;16;2;7;7;–;7;1;25;11;2;9;–;–;6;1;25;20;4;14;2;–;5;1;34;28;10;13;5;–;6;1;34;29;7;18;4;–;5
9472116;      Bad Berneck i.Fichtelgebirge, St;3;203;194;44;93;57;–;42;3;203;180;34;98;48;–;40;4;233;198;47;103;48;–;48;4;233;214;53;102;58;1;45;4;233;213;45;111;57;–;48;4;233;211;41;120;50;–;45
9472118;      Betzenstein, St;2;99;101;21;65;15;–;14;2;99;106;20;65;21;–;16;2;119;108;17;71;20;–;15;2;123;120;35;68;17;–;21;2;99;110;16;75;19;–;18;2;99;109;23;67;19;–;17
9472119;      Bindlach;6;422;402;59;187;149;7;64;6;404;419;79;178;156;6;66;6;404;406;72;182;151;1;71;5;519;451;69;222;158;2;71;5;507;485;90;228;166;1;73;5;505;501;100;225;176;–;84
9472121;      Bischofsgrün;1;80;76;22;40;14;–;15;1;80;78;15;43;20;–;17;1;80;85;15;43;27;–;16;1;80;96;18;45;33;–;17;2;117;105;18;43;44;–;22;2;117;108;17;47;44;–;25
9472127;      Creußen, St;3;282;274;47;118;107;2;44;3;282;277;41;125;107;4;49;3;298;291;44;126;118;3;43;3;298;295;43;125;126;1;43;3;323;306;48;114;144;–;47;4;360;337;66;132;139;–;61
9472131;      Eckersdorf;5;261;256;47;120;88;1;55;6;261;251;47;125;78;1;53;6;258;251;36;124;91;–;48;4;307;270;51;134;84;1;50;4;307;275;54;139;82;–;55;4;307;289;57;131;101;–;58
9472133;      Emtmannsberg;1;40;39;15;23;1;–;8;1;40;47;12;29;6;–;9;1;63;51;17;28;6;–;11;1;62;52;15;30;7;–;14;1;62;54;15;25;14;–;15;1;62;49;9;31;9;–;12
9472138;      Fichtelberg;1;87;82;13;36;33;–;13;1;87;89;13;36;38;2;14;1;87;92;16;39;37;–;14;1;87;87;15;35;36;1;15;1;87;95;17;42;36;–;15;1;87;95;16;44;35;–;17
9472139;      Gefrees, St;2;210;194;40;83;70;1;37;2;210;204;41;94;69;–;40;3;222;207;35;108;62;2;41;2;210;198;22;116;59;1;37;2;270;240;47;113;80;–;46;2;260;246;50;115;80;1;47
9472140;      Gesees;1;76;92;16;42;34;–;16;1;76;86;12;39;35;–;15;1;76;84;14;31;39;–;15;1;76;90;23;28;39;–;17;1;76;86;15;35;36;–;18;1;76;89;18;35;36;–;18
9472141;      Glashütten;1;57;43;13;19;11;–;9;1;57;49;12;28;9;–;9;1;57;56;10;34;12;–;10;1;57;55;8;33;14;–;12;1;57;51;4;29;18;–;11;1;57;46;8;19;19;–;8
9472143;      Goldkronach, St;2;142;137;45;84;8;–;30;2;144;148;34;102;12;–;29;2;144;147;32;88;27;–;26;2;144;157;41;98;18;–;29;2;142;156;37;96;23;–;30;2;142;152;43;94;15;–;25
9472146;      Haag;1;71;89;17;40;32;–;16;1;71;74;12;41;20;1;17;2;86;85;23;40;22;–;18;2;86;93;25;44;21;3;16;2;86;92;21;47;24;–;19;1;71;59;12;34;13;–;13
9472150;      Heinersreuth;3;203;168;41;91;36;–;43;3;220;208;47;106;54;1;49;3;220;194;39;109;46;–;48;3;220;194;44;111;39;–;45;3;220;197;36;114;47;–;48;3;220;203;46;106;51;–;43
9472154;      Hollfeld, St;2;200;212;26;106;80;–;31;2;205;228;33;114;81;–;35;2;221;211;38;113;60;–;38;2;221;213;35;105;73;–;40;2;221;215;38;110;67;–;34;2;221;223;38;113;72;–;31
9472155;      Hummeltal;1;87;72;22;46;4;–;15;1;87;72;17;52;3;–;14;1;87;85;19;57;9;–;15;1;87;88;22;56;10;–;18;1;99;91;20;54;17;–;17;1;99;88;29;52;7;–;16
9472156;      Kirchenpingarten;1;50;42;2;28;12;–;6;1;50;43;5;22;16;–;6;1;50;51;5;34;12;–;8;1;50;59;8;30;21;–;9;1;50;61;6;33;22;–;11;1;99;69;10;31;28;–;14
9472164;      Mehlmeisel;1;55;40;8;24;8;–;9;1;55;42;6;24;11;1;8;1;55;45;8;26;11;–;8;1;55;47;9;21;17;–;9;1;55;44;13;19;12;–;8;1;54;48;9;28;11;–;11
9472166;      Mistelbach;2;140;120;14;50;56;–;16;2;140;118;10;52;56;–;19;2;140;112;12;43;57;–;22;2;140;98;11;38;48;1;22;2;112;97;13;35;49;–;20;2;113;103;15;40;48;–;18
9472167;      Mistelgau;2;186;208;37;120;51;–;28;2;197;214;43;122;49;–;33;2;197;206;37;112;57;–;36;3;241;226;49;121;56;–;44;3;241;232;57;130;45;–;48;3;241;240;61;131;48;–;55
9472175;      Pegnitz, St;12;571;589;104;315;169;1;126;13;594;583;119;310;153;1;138;13;594;561;113;308;138;2;145;12;598;588;109;313;166;–;144;16;714;664;158;340;166;–;160;16;716;684;148;358;178;–;172
9472176;      Plankenfels;1;40;47;11;25;11;–;10;1;50;50;10;28;12;–;10;2;60;60;15;35;10;–;12;2;60;62;6;49;7;–;12;2;60;58;11;39;8;–;14;2;60;63;10;43;10;–;15
9472177;      Plech, M;1;70;71;10;39;22;–;10;1;70;72;11;41;20;–;9;1;82;76;12;39;25;–;12;1;82;69;11;32;26;–;12;1;82;74;12;38;24;–;16;1;82;74;13;35;26;–;11
9472179;      Pottenstein, St;5;252;221;31;134;56;–;45;5;252;221;44;125;52;–;42;5;261;234;38;136;60;–;47;5;274;232;41;125;65;1;48;5;279;240;47;134;59;–;51;5;229;219;44;143;32;–;49
9472180;      Prebitz;1;37;40;11;23;6;–;6;1;37;39;10;27;2;–;6;1;50;52;17;27;8;–;9;1;40;39;11;24;4;–;8;1;40;39;11;26;2;–;6;1;40;38;10;24;4;–;5
9472184;      Schnabelwaid, M;1;40;36;4;21;11;–;6;1;40;38;3;22;13;–;7;1;40;36;6;20;10;–;9;1;40;40;3;26;11;–;7;1;40;41;2;27;12;–;7;1;59;74;18;37;19;–;13
9472188;      Seybothenreuth;1;55;51;14;23;14;–;8;1;58;53;16;27;10;–;8;1;58;55;17;25;13;–;11;1;74;66;20;36;10;–;11;1;89;73;19;39;15;–;18;1;89;75;15;42;18;–;21
9472190;      Speichersdorf;4;226;232;49;143;40;–;51;4;238;235;62;153;20;–;57;4;267;253;54;166;33;–;58;4;281;260;65;162;33;–;59;4;257;256;63;162;31;–;59;4;256;262;75;153;34;–;63
9472197;      Waischenfeld, St;1;110;108;25;72;11;–;21;1;109;111;28;74;9;–;23;1;120;113;30;71;12;–;21;1;120;118;32;72;14;–;23;2;147;133;30;87;16;–;30;2;147;142;29;93;20;–;25
9472198;      Warmensteinach;1;87;87;10;42;35;–;11;1;87;83;11;36;36;–;12;1;87;71;10;31;29;1;10;1;87;77;10;34;32;1;12;1;87;85;14;34;37;–;12;1;87;85;13;42;30;–;11
9472199;      Weidenberg, M;4;259;246;68;149;29;–;51;4;259;257;70;156;31;–;53;4;284;263;64;164;35;–;49;4;284;271;73;143;55;–;53;4;296;259;81;148;30;–;60;4;296;262;75;157;30;–;61
9472444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9473112;      Ahorn;1;184;141;41;82;18;–;29;1;153;133;42;82;9;–;27;1;185;154;49;89;16;–;30;1;185;144;41;89;14;–;28;1;185;147;40;90;17;–;28;1;185;134;33;85;16;–;30
9473120;      Dörfles-Esbach;1;124;111;33;67;11;–;18;1;124;120;32;70;18;–;20;1;124;119;27;76;16;–;21;1;124;114;32;72;10;–;21;1;124;120;38;65;17;–;21;1;124;114;33;65;16;–;22
9473121;      Ebersdorf b.Coburg;2;218;215;46;148;21;–;44;2;218;223;54;146;23;–;43;2;218;221;50;140;31;–;42;3;280;263;69;169;25;–;53;3;280;273;69;177;27;–;51;3;295;284;75;171;38;–;55
9473132;      Großheirath;1;126;121;33;78;10;–;23;1;136;125;35;83;7;–;23;1;136;132;34;77;21;–;22;1;136;123;31;75;17;–;22;1;136;119;31;75;13;–;20;1;136;116;31;71;14;–;20
9473134;      Grub a.Forst;2;130;97;33;55;9;–;23;2;127;108;32;66;10;–;23;2;127;115;31;68;16;–;25;2;127;110;25;77;8;–;24;2;127;110;31;63;16;–;25;2;127;103;30;52;21;–;22
9473138;      Itzgrund;1;105;95;28;59;8;–;16;1;105;96;31;52;13;–;15;1;105;99;34;57;8;–;15;1;111;105;30;64;11;–;17;1;120;114;36;66;12;–;18;1;111;105;32;63;10;–;21
9473141;      Lautertal;4;246;232;64;137;31;–;48;4;246;239;61;148;30;–;46;4;276;254;63;142;49;–;49;4;261;242;60;144;38;–;46;4;261;251;71;128;52;–;51;4;261;229;65;131;33;–;45
9473144;      Meeder;3;258;207;48;91;68;–;36;3;246;217;57;86;73;1;38;3;239;186;49;94;43;–;38;3;247;193;62;94;37;–;36;3;233;203;62;104;37;–;40;3;244;202;44;104;54;–;40
9473151;      Neustadt b.Coburg, GKSt;9;661;605;145;364;94;2;132;9;706;643;147;353;139;4;133;9;717;626;147;350;128;1;144;11;758;696;182;366;142;6;163;13;837;769;195;420;148;6;164;13;834;736;173;400;159;4;173
9473153;      Niederfüllbach;1;69;69;16;36;17;–;9;1;69;74;18;37;19;–;10;1;74;61;13;41;7;–;11;1;74;68;16;36;16;–;10;1;74;79;19;38;22;–;11;1;74;81;19;38;24;–;11
9473158;      Bad Rodach, St;6;328;290;91;162;37;–;69;6;353;294;101;159;34;–;75;6;353;314;100;183;31;–;80;6;357;319;104;181;34;–;74;6;355;330;99;189;42;–;75;6;383;328;110;186;32;–;74
9473159;      Rödental, St;9;639;562;127;320;115;–;115;9;679;575;131;319;124;1;125;9;668;585;142;308;135;–;121;9;668;600;162;313;125;–;121;9;677;618;162;320;136;–;122;9;689;620;158;329;130;3;125
9473165;      Seßlach, St;3;229;172;48;102;22;–;32;3;223;179;55;100;24;–;37;3;247;189;55;111;23;–;40;3;236;194;54;112;28;–;40;3;220;194;52;112;30;–;43;3;220;189;52;112;25;–;44
9473166;      Sonnefeld;4;205;167;54;92;21;–;32;4;209;172;46;105;21;–;30;4;209;170;41;110;19;–;31;4;209;173;55;108;10;–;31;4;202;178;49;106;23;–;34;4;202;166;47;101;18;–;36
9473170;      Untersiemau;2;201;176;47;109;20;–;33;2;201;192;46;121;25;–;32;2;201;180;42;125;13;–;36;2;201;192;46;126;20;–;35;2;201;191;45;124;22;–;33;3;211;190;48;126;16;–;35
9473174;      Weidhausen b.Coburg;2;137;123;29;81;13;–;23;2;149;134;30;93;11;–;30;2;149;136;35;82;19;–;29;2;149;135;35;83;17;–;30;2;159;137;32;87;18;–;26;2;159;133;38;79;16;–;25
9473175;      Weitramsdorf;2;199;195;53;125;17;–;36;2;251;223;57;137;29;–;41;2;247;222;61;141;20;–;43;2;247;213;59;126;28;–;44;2;254;225;67;132;26;–;43;2;254;228;60;141;27;–;44
9473444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9474119;      Dormitz;1;94;107;26;69;12;–;18;1;122;108;23;71;14;–;20;1;122;93;16;63;14;–;21;1;122;91;18;60;13;–;18;1;122;85;25;45;15;–;18;1;74;81;24;43;14;–;18
9474121;      Ebermannstadt, St;6;273;276;51;171;51;3;53;6;306;289;62;169;55;3;64;6;306;285;53;176;52;4;65;6;308;299;59;181;58;1;61;7;337;306;78;179;48;1;68;7;330;316;81;175;60;–;68
