Straßenverkehrsunfälle seit 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9374140;      Neustadt am Kulm, St;2;2;–;2;4;1;3;–;3;–;–;–;–;–;–;3;2;2;1;1;3;–;3;–;3;2;–;2;3;–;3;1;3;3;1;2;4;–;4;–;5;5;3;2;5;–;5;–
9374144;      Parkstein, M;8;6;2;4;10;–;10;2;10;6;2;4;11;–;11;4;14;12;–;12;13;–;13;2;4;3;–;3;3;–;3;1;6;6;2;4;6;–;6;–;7;5;3;2;7;1;6;2
9374146;      Pirk;6;6;–;6;21;–;21;–;8;8;3;5;10;–;10;–;3;1;–;1;2;–;2;2;5;5;1;4;8;–;8;–;10;9;2;7;12;–;12;1;9;8;5;3;10;–;10;1
9374147;      Pleystein, St;9;8;–;8;10;1;9;1;10;6;–;6;8;–;8;4;5;4;2;2;5;–;5;1;8;7;2;5;9;1;8;1;6;5;2;3;5;–;5;1;14;9;–;9;11;–;11;5
9374148;      Trabitz;7;6;–;6;13;–;13;1;4;3;–;3;5;–;5;1;3;3;–;3;9;–;9;–;5;3;–;3;4;–;4;2;2;2;–;2;2;–;2;–;6;4;–;4;7;1;6;2
9374149;      Pressath, St;28;20;7;13;28;–;28;8;27;20;6;14;27;–;27;7;21;18;7;11;25;–;25;3;15;14;5;9;16;–;16;1;23;15;4;11;18;–;18;8;26;22;9;13;29;–;29;4
9374150;      Püchersreuth;3;3;2;1;3;–;3;–;6;5;1;4;6;–;6;1;6;5;1;4;9;–;9;1;2;2;1;1;2;1;1;–;6;6;2;4;8;–;8;–;7;7;1;6;11;–;11;–
9374154;      Schirmitz;4;3;1;2;3;–;3;1;4;4;3;1;4;–;4;–;4;3;2;1;3;–;3;1;5;4;4;–;4;–;4;1;2;2;1;1;4;–;4;–;1;1;1;–;1;–;1;–
9374155;      Schlammersdorf;1;1;–;1;1;–;1;–;4;4;–;4;5;–;5;–;3;–;–;–;–;–;–;3;1;1;–;1;1;–;1;–;4;3;–;3;4;–;4;1;3;2;1;1;3;–;3;1
9374156;      Schwarzenbach;2;1;–;1;2;–;2;1;7;5;–;5;10;–;10;2;5;4;1;3;7;–;7;1;4;4;–;4;10;–;10;–;5;4;1;3;7;–;7;1;7;6;3;3;7;–;7;1
9374157;      Speinshart;9;7;–;7;9;–;9;2;3;3;–;3;5;–;5;–;5;5;2;3;10;–;10;–;1;1;–;1;1;–;1;–;3;3;1;2;5;–;5;–;6;5;1;4;6;1;5;1
9374158;      Störnstein;5;5;–;5;5;–;5;–;6;6;1;5;8;–;8;–;1;1;–;1;1;–;1;–;2;2;–;2;4;–;4;–;2;2;1;1;2;–;2;–;2;2;1;1;4;–;4;–
9374159;      Tännesberg, M;7;7;–;7;11;1;10;–;5;5;1;4;6;–;6;–;5;5;1;4;5;1;4;–;5;4;–;4;6;–;6;1;3;3;–;3;12;–;12;–;3;3;1;2;8;1;7;–
9374160;      Theisseil;3;1;–;1;1;–;1;2;6;5;2;3;5;–;5;1;5;4;–;4;4;–;4;1;9;8;1;7;8;–;8;1;13;10;–;10;12;–;12;3;4;4;–;4;7;–;7;–
9374162;      Vohenstrauß, St;39;33;9;24;52;–;52;6;42;33;14;19;43;1;42;9;25;21;11;10;24;–;24;4;27;24;12;12;41;–;41;3;36;30;17;13;33;–;33;6;35;27;11;16;36;1;35;8
9374163;      Vorbach;2;1;–;1;1;–;1;1;3;2;1;1;2;–;2;1;2;2;2;–;2;–;2;–;3;2;–;2;3;1;2;1;1;1;1;–;1;–;1;–;2;2;–;2;2;–;2;–
9374164;      Waidhaus, M;9;6;1;5;6;–;6;3;7;7;1;6;11;–;11;–;8;6;3;3;8;–;8;2;6;4;2;2;5;1;4;2;13;6;–;6;7;–;7;7;8;6;1;5;6;–;6;2
9374165;      Waldthurn, M;10;10;4;6;14;–;14;–;5;5;3;2;8;–;8;–;5;5;–;5;5;–;5;–;5;2;–;2;2;–;2;3;5;4;3;1;5;–;5;1;8;7;1;6;9;–;9;1
9374166;      Weiherhammer;10;5;–;5;9;–;9;5;10;6;2;4;9;–;9;4;13;10;5;5;11;–;11;3;15;11;5;6;17;–;17;4;14;12;5;7;14;–;14;2;8;7;3;4;8;–;8;1
9374168;      Windischeschenbach, St;17;13;3;10;18;–;18;4;27;23;8;15;36;3;33;4;21;16;6;10;30;1;29;5;10;9;5;4;11;–;11;1;23;19;6;13;25;1;24;4;21;17;8;9;20;–;20;4
9374170;      Bechtsrieth;–;–;–;–;–;–;–;–;3;3;–;3;4;–;4;–;4;4;2;2;4;–;4;–;1;1;–;1;3;–;3;–;2;2;1;1;3;–;3;–;1;–;–;–;–;–;–;1
9374444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9375113;      Alteglofsheim;11;9;3;6;13;–;13;2;4;3;–;3;5;–;5;1;4;4;3;1;5;–;5;–;7;6;2;4;6;–;6;1;1;1;–;1;2;–;2;–;5;5;3;2;7;–;7;–
9375114;      Altenthann;10;8;–;8;10;–;10;2;4;4;1;3;6;–;6;–;5;5;–;5;5;–;5;–;3;3;–;3;5;–;5;–;9;8;–;8;13;–;13;1;9;8;1;7;12;1;11;1
9375115;      Aufhausen;3;3;–;3;4;1;3;–;7;7;3;4;9;–;9;–;4;4;2;2;4;–;4;–;–;–;–;–;–;–;–;–;1;1;–;1;1;–;1;–;3;3;2;1;5;–;5;–
9375116;      Bach a.d.Donau;4;4;3;1;6;–;6;–;4;3;1;2;4;–;4;1;3;3;2;1;3;–;3;–;2;2;–;2;2;–;2;–;5;5;1;4;5;–;5;–;1;1;1;–;1;–;1;–
9375117;      Barbing;72;58;13;45;92;1;91;14;59;50;5;45;83;2;81;9;37;33;6;27;48;2;46;4;38;33;6;27;42;1;41;5;52;42;8;34;65;3;62;10;55;50;11;39;85;2;83;5
9375118;      Beratzhausen, M;22;19;3;16;25;1;24;3;22;18;5;13;24;2;22;4;19;15;8;7;19;–;19;4;21;19;6;13;22;–;22;2;18;13;6;7;20;–;20;5;20;17;5;12;24;–;24;3
9375119;      Bernhardswald;25;24;10;14;33;1;32;1;25;20;4;16;26;1;25;5;23;19;7;12;26;2;24;4;19;15;5;10;18;–;18;4;20;14;9;5;16;–;16;6;15;15;3;12;20;–;20;–
9375120;      Brennberg;6;3;–;3;3;–;3;3;9;8;1;7;14;–;14;1;10;6;–;6;7;–;7;4;3;3;–;3;3;–;3;–;6;6;2;4;8;–;8;–;7;6;–;6;8;–;8;1
9375122;      Brunn;3;3;–;3;3;–;3;–;6;3;–;3;4;–;4;3;2;1;–;1;1;–;1;1;7;3;2;1;4;–;4;4;4;4;–;4;4;–;4;–;4;3;2;1;5;–;5;1
9375127;      Deuerling;6;5;1;4;7;–;7;1;4;3;–;3;5;–;5;1;7;6;3;3;6;–;6;1;4;2;1;1;3;–;3;2;2;1;–;1;1;–;1;1;5;5;2;3;6;–;6;–
9375130;      Donaustauf, M;20;19;6;13;23;1;22;1;17;12;8;4;13;–;13;5;18;13;6;7;16;–;16;5;10;10;4;6;13;–;13;–;15;15;6;9;23;–;23;–;17;16;5;11;25;–;25;1
9375131;      Duggendorf;3;3;1;2;4;–;4;–;4;4;–;4;7;–;7;–;8;8;1;7;11;–;11;–;4;4;2;2;10;–;10;–;7;7;2;5;7;–;7;–;4;3;1;2;3;–;3;1
9375143;      Hagelstadt;2;2;1;1;2;–;2;–;2;1;–;1;1;–;1;1;4;3;1;2;3;–;3;1;6;6;4;2;6;–;6;–;5;4;1;3;6;–;6;1;2;2;1;1;3;–;3;–
9375148;      Hemau, St;32;25;5;20;31;–;31;7;27;24;6;18;35;–;35;3;37;32;11;21;41;–;41;5;37;28;11;17;32;–;32;9;28;22;7;15;32;–;32;6;35;28;8;20;36;–;36;7
9375153;      Holzheim a.Forst;3;2;–;2;3;–;3;1;6;4;–;4;5;–;5;2;5;4;–;4;6;–;6;1;2;1;–;1;1;–;1;1;2;2;–;2;4;–;4;–;2;1;–;1;1;–;1;1
9375156;      Kallmünz, M;17;13;5;8;17;–;17;4;14;13;2;11;25;–;25;1;15;11;3;8;17;–;17;4;12;10;2;8;14;–;14;2;9;7;3;4;7;–;7;2;14;13;5;8;15;–;15;1
9375161;      Köfering;3;2;1;1;4;–;4;1;10;10;6;4;13;–;13;–;5;3;3;–;5;–;5;2;7;5;2;3;6;–;6;2;7;5;2;3;5;–;5;2;12;9;6;3;10;–;10;3
9375162;      Laaber, M;27;11;–;11;14;–;14;16;23;14;4;10;21;2;19;9;22;17;4;13;25;–;25;5;17;11;4;7;12;–;12;6;23;12;4;8;13;–;13;11;26;18;5;13;23;–;23;8
9375165;      Lappersdorf, M;48;44;17;27;64;1;63;4;51;39;14;25;48;–;48;12;48;46;24;22;55;1;54;2;42;38;14;24;54;1;53;4;35;30;17;13;35;–;35;5;40;34;16;18;44;–;44;6
9375170;      Mintraching;20;18;5;13;21;–;21;2;10;10;3;7;17;–;17;–;17;11;3;8;12;–;12;6;14;12;3;9;17;–;17;2;10;9;3;6;11;–;11;1;19;15;4;11;20;–;20;4
9375171;      Mötzing;5;4;1;3;7;–;7;1;9;7;2;5;12;–;12;2;9;8;–;8;11;–;11;1;7;7;–;7;8;–;8;–;7;6;1;5;6;–;6;1;2;2;–;2;2;–;2;–
9375174;      Neutraubling, St;71;60;45;15;76;–;76;11;59;48;33;15;65;–;65;11;48;41;30;11;50;–;50;7;45;36;31;5;46;1;45;9;47;39;35;4;49;–;49;8;51;42;33;9;50;–;50;9
9375175;      Nittendorf, M;43;38;17;21;59;–;59;5;39;35;18;17;50;3;47;4;46;35;12;23;57;1;56;11;29;26;14;12;37;–;37;3;50;40;19;21;57;–;57;10;53;42;20;22;65;1;64;11
9375179;      Obertraubling;49;40;19;21;62;–;62;9;26;22;10;12;30;–;30;4;30;26;13;13;36;1;35;4;20;16;6;10;20;–;20;4;31;25;13;12;31;–;31;6;39;32;13;19;47;1;46;7
9375180;      Pentling;88;65;13;52;103;–;103;23;52;42;6;36;71;–;71;10;45;39;11;28;52;1;51;6;51;42;10;32;67;1;66;9;71;52;12;40;76;1;75;19;56;46;9;37;58;–;58;10
9375181;      Pettendorf;12;12;–;12;17;–;17;–;9;9;2;7;14;–;14;–;8;8;3;5;12;–;12;–;9;7;4;3;7;–;7;2;15;14;8;6;19;–;19;1;14;13;8;5;17;1;16;1
9375182;      Pfakofen;1;1;–;1;1;–;1;–;5;4;2;2;8;–;8;1;4;2;2;–;2;–;2;2;1;1;1;–;1;–;1;–;2;2;1;1;2;–;2;–;4;4;3;1;4;–;4;–
9375183;      Pfatter;13;8;–;8;17;1;16;5;11;9;3;6;21;1;20;2;8;6;2;4;9;–;9;2;12;8;1;7;10;–;10;4;11;10;3;7;14;–;14;1;14;14;5;9;19;–;19;–
9375184;      Pielenhofen;3;2;1;1;3;–;3;1;7;5;3;2;5;–;5;2;6;6;2;4;9;–;9;–;5;5;2;3;5;–;5;–;7;7;4;3;9;–;9;–;4;3;–;3;5;–;5;1
9375190;      Regenstauf, M;92;81;42;39;112;–;112;11;74;58;23;35;80;1;79;16;89;73;33;40;97;–;97;16;58;48;20;28;69;–;69;10;75;60;30;30;82;1;81;15;74;65;27;38;101;1;100;9
9375191;      Riekofen;1;1;–;1;3;–;3;–;2;1;1;–;1;–;1;1;4;4;–;4;11;–;11;–;1;1;–;1;1;–;1;–;3;3;–;3;4;–;4;–;2;2;–;2;2;–;2;–
9375196;      Schierling, M;36;27;11;16;46;–;46;9;40;32;9;23;48;–;48;8;33;25;8;17;35;–;35;8;26;23;8;15;35;–;35;3;31;24;7;17;33;–;33;7;38;30;10;20;43;–;43;8
9375199;      Sinzing;19;16;3;13;20;–;20;3;24;20;9;11;22;–;22;4;21;19;10;9;19;1;18;2;28;25;15;10;38;–;38;3;34;28;19;9;42;–;42;6;31;24;10;14;36;–;36;7
9375201;      Sünching;9;9;4;5;14;–;14;–;3;1;1;–;1;–;1;2;7;6;4;2;8;–;8;1;3;3;1;2;5;–;5;–;4;4;2;2;7;–;7;–;4;4;3;1;4;–;4;–
9375204;      Tegernheim;15;14;11;3;18;–;18;1;5;3;3;–;3;–;3;2;12;10;8;2;10;–;10;2;10;9;9;–;10;–;10;1;12;12;6;6;14;–;14;–;14;13;11;2;14;–;14;1
9375205;      Thalmassing;12;10;1;9;14;1;13;2;13;12;1;11;13;–;13;1;6;5;2;3;5;–;5;1;9;7;2;5;7;–;7;2;10;5;3;2;6;–;6;5;12;11;4;7;19;–;19;1
9375208;      Wenzenbach;26;24;12;12;36;–;36;2;10;9;5;4;14;1;13;1;22;18;9;9;25;1;24;4;23;17;7;10;25;–;25;6;32;29;16;13;35;–;35;3;20;15;10;5;18;–;18;5
9375209;      Wiesent;5;5;3;2;7;–;7;–;9;8;2;6;9;–;9;1;5;5;2;3;6;–;6;–;8;6;3;3;6;–;6;2;7;7;2;5;10;–;10;–;8;8;2;6;11;–;11;–
9375210;      Wörth a.d.Donau, St;50;42;12;30;70;2;68;8;40;36;11;25;58;1;57;4;33;26;9;17;32;–;32;7;21;18;2;16;29;1;28;3;39;35;9;26;51;–;51;4;26;24;9;15;31;–;31;2
9375211;      Wolfsegg;4;4;1;3;6;–;6;–;1;1;–;1;1;–;1;–;1;1;1;–;1;–;1;–;2;2;–;2;3;1;2;–;1;1;–;1;1;–;1;–;3;3;1;2;4;–;4;–
9375213;      Zeitlarn;17;15;10;5;19;–;19;2;15;14;8;6;15;1;14;1;18;17;13;4;18;–;18;1;12;10;7;3;12;–;12;2;13;12;7;5;14;–;14;1;16;12;10;2;15;–;15;4
9375444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9376112;      Altendorf;1;1;–;1;1;–;1;–;1;1;–;1;4;–;4;–;1;1;1;–;1;–;1;–;1;1;–;1;2;–;2;–;3;3;–;3;4;–;4;–;4;3;–;3;5;–;5;1
9376116;      Bodenwöhr;24;21;5;16;32;–;32;3;14;12;4;8;15;1;14;2;9;8;4;4;12;–;12;1;16;14;4;10;25;–;25;2;17;16;4;12;26;–;26;1;12;9;5;4;9;–;9;3
9376117;      Bruck i.d.OPf., M;27;26;5;21;37;1;36;1;17;15;3;12;21;–;21;2;19;16;5;11;24;–;24;3;21;15;1;14;33;–;33;6;28;24;5;19;35;–;35;4;20;19;6;13;29;1;28;1
9376119;      Burglengenfeld, St;49;44;30;14;63;–;63;5;61;53;26;27;77;1;76;8;60;51;31;20;65;–;65;9;43;35;17;18;41;2;39;8;43;36;23;13;45;–;45;7;42;32;21;11;40;–;40;10
9376122;      Dieterskirchen;5;3;–;3;5;–;5;2;3;3;1;2;4;–;4;–;2;2;–;2;2;–;2;–;4;4;–;4;5;–;5;–;3;3;–;3;9;–;9;–;3;3;1;2;3;–;3;–
9376125;      Fensterbach;9;7;2;5;9;–;9;2;6;6;2;4;9;–;9;–;2;–;–;–;–;–;–;2;7;5;1;4;11;–;11;2;5;3;1;2;3;–;3;2;10;7;2;5;11;–;11;3
9376131;      Gleiritsch;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;2;–;2;3;–;3;–;3;3;1;2;3;–;3;–;–;–;–;–;–;–;–;–;2;2;1;1;3;–;3;–
9376133;      Guteneck;4;4;–;4;6;–;6;–;7;7;1;6;10;1;9;–;3;3;–;3;3;–;3;–;2;2;–;2;5;–;5;–;2;1;–;1;1;–;1;1;3;3;–;3;5;–;5;–
9376141;      Maxhütte-Haidhof, St;45;33;12;21;44;1;43;12;48;43;14;29;57;–;57;5;39;29;13;16;34;–;34;10;37;25;8;17;35;2;33;12;40;29;9;20;35;–;35;11;49;37;14;23;45;1;44;12
9376144;      Nabburg, St;31;26;11;15;40;–;40;5;49;35;13;22;47;–;47;14;30;25;9;16;29;–;29;5;36;25;9;16;32;–;32;11;42;32;14;18;37;1;36;10;41;33;13;20;45;–;45;8
9376146;      Neukirchen-Balbini, M;2;2;–;2;2;1;1;–;4;1;–;1;3;–;3;3;3;2;–;2;5;–;5;1;6;6;1;5;8;–;8;–;2;2;1;1;3;–;3;–;6;5;2;3;11;–;11;1
9376147;      Neunburg vorm Wald, St;33;29;14;15;41;1;40;4;37;33;18;15;49;–;49;4;33;31;9;22;44;–;44;2;34;28;14;14;37;1;36;6;42;38;11;27;61;–;61;4;34;24;7;17;33;–;33;10
9376148;      Niedermurach;2;2;1;1;5;–;5;–;1;1;–;1;2;–;2;–;–;–;–;–;–;–;–;–;3;3;1;2;3;–;3;–;6;5;–;5;8;–;8;1;6;6;–;6;9;–;9;–
9376149;      Nittenau, St;41;36;15;21;46;–;46;5;51;46;16;30;70;–;70;5;35;33;10;23;39;–;39;2;38;32;15;17;41;1;40;6;45;37;8;29;49;–;49;8;40;33;11;22;43;–;43;7
9376150;      Wernberg-Köblitz, M;43;34;6;28;46;–;46;9;42;28;6;22;52;–;52;14;32;26;6;20;41;3;38;6;34;26;8;18;35;2;33;8;27;23;10;13;36;–;36;4;34;17;8;9;33;1;32;17
9376151;      Oberviechtach, St;15;13;5;8;22;–;22;2;19;17;8;9;24;–;24;2;13;10;5;5;18;–;18;3;31;24;11;13;30;–;30;7;21;16;7;9;20;–;20;5;25;19;7;12;25;–;25;6
9376153;      Pfreimd, St;24;17;3;14;21;–;21;7;30;25;6;19;34;–;34;5;17;15;5;10;23;–;23;2;34;24;6;18;31;–;31;10;26;18;7;11;23;–;23;8;35;27;6;21;33;1;32;8
9376159;      Schmidgaden;12;10;1;9;15;–;15;2;6;4;2;2;4;–;4;2;8;7;2;5;12;–;12;1;12;9;3;6;11;–;11;3;9;8;5;3;9;–;9;1;8;3;–;3;4;–;4;5
9376160;      Schönsee, St;7;7;3;4;9;–;9;–;9;6;1;5;7;–;7;3;6;5;1;4;7;–;7;1;3;2;1;1;2;–;2;1;7;7;2;5;10;–;10;–;2;2;1;1;3;1;2;–
9376161;      Schwandorf, GKSt;170;135;96;39;191;1;190;35;162;134;92;42;182;–;182;28;143;119;80;39;173;–;173;24;156;119;79;40;157;–;157;37;155;118;79;39;153;1;152;37;143;118;76;42;160;–;160;25
9376162;      Schwarzach b.Nabburg;9;8;1;7;15;–;15;1;4;4;1;3;6;1;5;–;11;8;1;7;11;–;11;3;5;3;1;2;5;–;5;2;3;2;–;2;6;–;6;1;9;5;2;3;8;–;8;4
9376163;      Schwarzenfeld, M;23;19;10;9;25;–;25;4;24;18;9;9;25;–;25;6;27;20;11;9;29;–;29;7;27;23;10;13;28;1;27;4;22;14;8;6;22;1;21;8;30;23;9;14;26;–;26;7
9376164;      Schwarzhofen, M;6;6;1;5;11;–;11;–;1;1;–;1;1;–;1;–;2;2;1;1;2;–;2;–;4;4;1;3;4;–;4;–;5;5;1;4;5;1;4;–;2;2;–;2;2;–;2;–
9376167;      Stadlern;–;–;–;–;–;–;–;–;1;1;–;1;1;–;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9376168;      Steinberg am See;8;7;–;7;18;–;18;1;8;8;–;8;14;–;14;–;6;6;–;6;11;–;11;–;8;6;–;6;9;–;9;2;13;12;3;9;29;–;29;1;7;6;2;4;15;–;15;1
9376169;      Stulln;5;5;–;5;7;–;7;–;9;7;1;6;8;–;8;2;6;5;2;3;6;–;6;1;5;3;1;2;4;–;4;2;3;2;1;1;2;–;2;1;7;5;–;5;7;–;7;2
9376170;      Teublitz, St;42;38;19;19;52;–;52;4;53;45;10;35;66;–;66;8;30;27;13;14;36;–;36;3;44;36;14;22;48;–;48;8;34;24;6;18;34;–;34;10;39;28;6;22;44;1;43;11
9376171;      Teunz;6;6;–;6;7;–;7;–;6;5;1;4;7;–;7;1;4;3;–;3;7;–;7;1;14;11;1;10;26;–;26;3;3;3;–;3;4;–;4;–;5;4;1;3;5;–;5;1
9376172;      Thanstein;3;2;–;2;2;–;2;1;2;2;1;1;3;–;3;–;1;1;–;1;1;–;1;–;1;–;–;–;–;–;–;1;–;–;–;–;–;–;–;–;1;1;1;–;1;–;1;–
9376173;      Trausnitz;2;2;2;–;2;–;2;–;–;–;–;–;–;–;–;–;3;3;1;2;3;–;3;–;3;2;–;2;3;–;3;1;1;1;–;1;2;–;2;–;1;–;–;–;–;–;–;1
9376175;      Wackersdorf;32;26;6;20;46;1;45;6;31;25;7;18;29;1;28;6;28;21;12;9;28;–;28;7;27;20;8;12;36;1;35;7;18;15;6;9;23;1;22;3;26;19;6;13;27;–;27;7
9376176;      Weiding;1;1;–;1;1;–;1;–;–;–;–;–;–;–;–;–;3;2;1;1;2;–;2;1;1;1;1;–;1;–;1;–;1;1;–;1;1;–;1;–;1;1;–;1;1;–;1;–
9376178;      Winklarn, M;2;2;–;2;3;–;3;–;8;7;–;7;10;–;10;1;4;3;1;2;3;–;3;1;1;1;–;1;5;–;5;–;1;1;1;–;1;–;1;–;5;5;–;5;5;–;5;–
9376444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9377112;      Bärnau, St;9;6;2;4;6;–;6;3;3;3;1;2;5;–;5;–;6;5;2;3;6;–;6;1;7;4;–;4;4;–;4;3;4;3;1;2;3;–;3;1;10;6;–;6;14;1;13;4
9377113;      Brand;–;–;–;–;–;–;–;–;7;6;1;5;7;1;6;1;3;1;–;1;1;–;1;2;1;–;–;–;–;–;–;1;3;3;3;–;3;–;3;–;2;1;1;–;1;–;1;1
9377115;      Ebnath;1;1;–;1;1;–;1;–;4;4;1;3;7;–;7;–;4;3;–;3;3;1;2;1;2;2;1;1;2;–;2;–;2;1;1;–;1;–;1;1;2;2;1;1;2;–;2;–
9377116;      Erbendorf, St;19;15;7;8;20;1;19;4;12;6;4;2;8;1;7;6;7;6;3;3;8;1;7;1;17;12;8;4;20;–;20;5;15;14;4;10;15;–;15;1;25;20;13;7;27;1;26;5
9377117;      Falkenberg, M;8;8;–;8;10;–;10;–;6;5;–;5;5;–;5;1;4;3;1;2;4;–;4;1;8;7;–;7;9;–;9;1;5;5;1;4;5;–;5;–;12;11;–;11;20;–;20;1
9377118;      Friedenfels;6;6;3;3;8;–;8;–;2;2;–;2;2;–;2;–;4;4;1;3;4;–;4;–;4;3;1;2;3;–;3;1;3;3;–;3;3;–;3;–;6;5;2;3;5;–;5;1
9377119;      Fuchsmühl, M;2;2;2;–;2;–;2;–;4;3;2;1;6;–;6;1;4;4;3;1;5;–;5;–;2;1;–;1;1;–;1;1;3;1;1;–;1;–;1;2;3;3;2;1;6;–;6;–
9377127;      Immenreuth;6;6;3;3;7;–;7;–;2;2;1;1;2;–;2;–;5;4;2;2;6;–;6;1;3;3;3;–;3;–;3;–;1;1;1;–;1;–;1;–;5;4;1;3;4;–;4;1
9377128;      Kastl;4;3;1;2;5;–;5;1;6;4;3;1;6;–;6;2;3;3;1;2;4;–;4;–;3;2;–;2;3;–;3;1;4;4;–;4;4;–;4;–;3;3;1;2;4;1;3;–
9377129;      Kemnath, St;25;21;8;13;28;–;28;4;29;22;10;12;25;–;25;7;25;21;8;13;24;1;23;4;30;22;9;13;36;–;36;8;30;25;10;15;33;–;33;5;23;19;7;12;25;–;25;4
9377131;      Konnersreuth, M;5;5;–;5;6;–;6;–;8;7;2;5;9;–;9;1;–;–;–;–;–;–;–;–;5;4;–;4;6;–;6;1;2;2;–;2;3;–;3;–;5;5;1;4;7;–;7;–
9377132;      Krummennaab;8;8;–;8;17;1;16;–;6;5;1;4;6;–;6;1;3;3;1;2;4;–;4;–;6;5;–;5;5;–;5;1;4;2;1;1;2;–;2;2;7;7;1;6;8;1;7;–
9377133;      Kulmain;13;9;–;9;14;1;13;4;16;14;2;12;20;1;19;2;6;5;1;4;6;–;6;1;15;12;–;12;12;–;12;3;13;10;1;9;19;–;19;3;16;12;–;12;19;1;18;4
9377137;      Leonberg;8;4;–;4;7;–;7;4;7;7;–;7;9;–;9;–;8;7;–;7;10;–;10;1;13;12;–;12;20;–;20;1;8;6;–;6;8;–;8;2;9;8;1;7;8;–;8;1
9377139;      Mähring, M;5;4;1;3;5;–;5;1;7;7;2;5;9;1;8;–;1;–;–;–;–;–;–;1;4;4;–;4;5;1;4;–;4;3;2;1;3;–;3;1;3;2;1;1;6;–;6;1
9377141;      Mitterteich, St;30;22;5;17;37;–;37;8;34;27;12;15;34;–;34;7;19;14;6;8;19;–;19;5;23;16;9;7;19;1;18;7;29;24;6;18;39;–;39;5;27;21;7;14;23;–;23;6
9377142;      Neualbenreuth, M;3;2;–;2;3;–;3;1;5;2;–;2;3;–;3;3;7;6;–;6;8;–;8;1;5;3;1;2;5;–;5;2;1;1;–;1;1;–;1;–;2;2;–;2;2;–;2;–
9377143;      Neusorg;8;6;3;3;7;–;7;2;3;2;1;1;2;–;2;1;5;4;1;3;5;1;4;1;7;6;2;4;7;–;7;1;7;6;1;5;7;–;7;1;9;7;2;5;8;–;8;2
9377145;      Pechbrunn;4;3;–;3;4;–;4;1;5;3;–;3;3;–;3;2;15;12;1;11;14;–;14;3;9;8;–;8;14;–;14;1;6;4;–;4;5;–;5;2;10;8;1;7;13;–;13;2
9377146;      Plößberg, M;16;14;2;12;22;1;21;2;15;12;2;10;13;–;13;3;12;11;2;9;16;–;16;1;7;5;3;2;6;–;6;2;18;12;3;9;15;–;15;6;14;12;3;9;17;–;17;2
9377148;      Pullenreuth;9;6;1;5;10;–;10;3;3;3;–;3;7;–;7;–;5;5;–;5;7;–;7;–;6;5;1;4;12;1;11;1;12;9;1;8;12;–;12;3;6;5;–;5;9;–;9;1
9377149;      Reuth b.Erbendorf;1;1;–;1;1;–;1;–;5;5;2;3;7;–;7;–;1;1;–;1;2;–;2;–;1;1;1;–;1;–;1;–;3;3;–;3;6;–;6;–;1;1;–;1;1;–;1;–
9377154;      Tirschenreuth, St;37;33;17;16;42;–;42;4;43;37;30;7;48;–;48;6;29;18;7;11;23;–;23;11;35;27;16;11;32;1;31;8;31;25;14;11;31;1;30;6;33;26;19;7;34;–;34;7
9377157;      Waldershof, St;23;20;9;11;29;1;28;3;29;22;10;12;27;–;27;7;17;12;3;9;15;–;15;5;15;11;3;8;13;–;13;4;19;14;3;11;15;–;15;5;23;15;6;9;19;–;19;8
9377158;      Waldsassen, St;17;12;5;7;16;–;16;5;30;22;14;8;25;–;25;8;19;16;8;8;18;1;17;3;22;18;12;6;21;–;21;4;14;11;6;5;13;–;13;3;16;13;11;2;21;–;21;3
9377159;      Wiesau, M;19;15;4;11;28;–;28;4;18;17;8;9;26;–;26;1;14;11;1;10;13;–;13;3;21;19;7;12;25;1;24;2;14;10;4;6;11;–;11;4;15;12;3;9;18;–;18;3
9377444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9471111;      Altendorf;11;8;4;4;8;–;8;3;11;10;6;4;11;–;11;1;9;9;6;3;10;1;9;–;8;5;2;3;7;–;7;3;7;6;3;3;19;–;19;1;8;6;3;3;8;–;8;2
9471115;      Baunach, St;18;14;7;7;18;–;18;4;19;12;9;3;15;–;15;7;12;11;8;3;13;–;13;1;14;12;5;7;13;–;13;2;13;10;5;5;12;–;12;3;8;7;5;2;7;–;7;1
