Baugenehmigungen seit 2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9474173;      Weißenohe;3;2;1;–;6;1;1;4;5;4;1;–;8;–;3;5;8;7;1;–;13;3;3;7;3;3;–;–;3;–;-1;4;6;6;–;–;8;1;2;5;6;4;2;–;8;2;1;5;2;2;–;–;2;–;1;1;3;3;–;–;4;1;2;1
9474175;      Wiesenthau;4;3;1;–;5;–;–;5;1;1;–;–;1;–;-1;2;5;4;1;–;6;1;1;4;4;3;1;–;6;–;2;4;12;6;6;–;18;2;6;10;5;4;1;–;8;1;1;6;–;–;–;–;–;–;–;–;4;2;2;–;7;1;4;2
9474176;      Wiesenttal, M;9;7;2;–;17;1;2;14;2;1;1;–;5;–;2;3;5;4;1;–;7;2;2;3;7;5;2;–;10;1;1;8;6;5;1;–;12;1;4;7;8;7;1;–;9;1;0;8;3;2;1;–;4;1;1;2;6;6;–;–;8;–;2;6
9475112;      Bad Steben, M;–;–;–;–;-3;1;-5;1;7;6;1;–;8;–;1;7;3;3;–;–;3;–;1;2;1;1;–;–;1;–;–;1;5;2;3;–;6;–;2;4;4;3;1;–;5;1;-1;5;6;6;–;–;6;–;-2;8;4;3;1;–;6;1;2;3
9475113;      Berg;3;3;–;–;3;–;2;1;–;–;–;–;–;–;–;–;1;1;–;–;–;-1;-1;2;2;1;1;–;7;–;1;6;2;2;–;–;2;1;–;1;5;4;1;–;7;–;3;4;4;3;1;–;5;–;1;4;–;–;–;–;–;–;–;–
9475120;      Döhlau;4;4;–;–;4;-1;–;5;10;9;1;–;11;–;5;6;6;6;–;–;6;–;1;5;6;5;–;1;10;–;7;3;3;2;1;–;3;1;-1;3;5;5;–;–;6;-1;2;5;10;9;1;–;12;1;-1;12;1;1;–;–;1;–;1;–
9475123;      Feilitzsch;3;3;–;–;5;1;3;1;5;5;–;–;5;–;-1;6;5;5;–;–;8;1;1;6;3;3;–;–;3;-1;3;1;3;3;–;–;5;2;–;3;6;6;–;–;6;–;-1;7;8;8;–;–;9;2;2;5;1;1;–;–;–;-2;0;2
9475127;      Gattendorf;–;–;–;–;–;–;-1;1;1;1;–;–;1;–;–;1;2;2;–;–;2;–;-2;4;2;2;–;–;3;–;3;–;5;5;–;–;6;–;3;3;5;3;–;2;17;5;9;3;7;7;–;–;7;–;2;5;2;1;–;1;14;5;8;1
9475128;      Geroldsgrün;3;3;–;–;3;–;–;3;–;–;–;–;–;–;-1;1;2;2;–;–;5;1;-1;5;2;2;–;–;3;–;1;2;–;–;–;–;–;–;-2;2;2;2;–;–;4;2;-1;3;5;5;–;–;6;–;3;3;–;–;–;–;–;–;–;0
9475136;      Helmbrechts, St;4;4;–;–;7;-1;4;4;4;4;–;–;6;3;–;3;5;5;–;–;7;–;4;3;10;9;–;1;15;–;9;6;11;10;1;–;15;1;2;12;19;13;3;3;33;4;15;14;7;7;–;–;9;–;–;9;5;5;–;–;12;1;3;8
9475137;      Issigau;2;2;–;–;2;–;-1;3;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;3;2;1;–;4;–;2;2;2;1;1;–;4;–;1;3;2;2;–;–;2;–;-1;3
9475141;      Köditz;2;1;1;–;3;1;-1;3;4;4;–;–;4;–;–;4;6;5;1;–;7;1;1;5;8;7;1;–;11;1;2;8;11;9;2;–;13;–;7;6;5;2;1;2;30;3;25;2;3;2;1;–;9;2;2;5;1;1;–;–;2;–;-1;3
9475142;      Konradsreuth;2;2;–;–;4;1;–;3;6;6;–;–;6;–;–;6;3;3;–;–;3;–;-1;4;6;6;–;–;6;–;-1;7;1;1;–;–;5;1;–;4;10;10;–;–;10;–;1;9;4;4;–;–;5;1;0;4;3;2;1;–;5;1;2;2
9475145;      Leupoldsgrün;–;–;–;–;–;–;-1;1;2;2;–;–;2;–;–;2;–;–;–;–;–;–;-1;1;4;4;–;–;5;1;–;4;2;2;–;–;2;–;–;2;7;6;–;1;15;1;6;8;5;3;2;–;7;1;3;3;3;3;–;–;3;–;–;3
9475146;      Lichtenberg, St;1;1;–;–;1;–;–;1;–;–;–;–;–;–;–;–;1;1;–;–;1;1;-2;2;2;1;–;1;6;4;1;1;–;–;–;–;–;–;–;–;3;3;–;–;5;–;–;5;1;–;1;–;2;1;–;1;–;–;–;–;–;–;-1;1
9475154;      Münchberg, St;6;5;1;–;10;–;2;8;11;11;–;–;11;–;-1;12;10;8;2;–;14;–;4;10;6;5;1;–;14;1;4;9;6;6;–;–;9;1;3;5;12;9;1;2;25;2;12;11;11;11;–;–;14;2;-1;13;9;7;2;–;15;4;2;9
9475156;      Naila, St;8;7;1;–;10;2;3;5;2;1;1;–;7;4;-2;5;4;3;–;1;11;1;4;6;6;5;1;–;5;1;-12;16;5;5;–;–;11;10;-2;3;12;10;2;–;19;4;3;12;14;13;–;1;17;–;6;11;5;5;–;–;11;2;4;5
9475158;      Oberkotzau, M;3;3;–;–;27;22;2;3;4;3;1;–;8;2;1;5;5;4;–;1;12;–;6;6;3;3;–;–;4;–;-1;5;4;4;–;–;4;–;-3;7;1;1;–;–;3;–;2;1;15;12;2;1;55;22;17;16;5;5;–;–;6;–;–;6
9475161;      Regnitzlosau;2;2;–;–;2;–;–;2;2;2;–;–;2;–;-3;5;1;1;–;–;5;3;–;2;2;2;–;–;3;–;–;3;3;3;–;–;-2;-4;-1;3;3;3;–;–;2;–;0;2;6;5;1;–;7;–;–;7;–;–;–;–;–;–;-1;1
9475162;      Rehau, St;10;9;–;1;19;2;2;15;9;9;–;–;15;5;-1;11;15;13;–;2;27;7;8;12;5;5;–;–;6;–;–;6;13;12;–;1;50;23;14;13;14;13;1;–;17;2;3;12;9;8;–;1;15;3;6;6;3;3;–;–;5;–;6;-1
9475165;      Schauenstein, St;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;1;1;–;–;-1;–;-1;–;–;–;–;–;2;–;2;–;–;–;–;–;1;–;–;1;–;–;–;–;–;–;–;0;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1
9475168;      Schwarzenbach a.d.Saale, St;3;2;1;–;7;3;2;2;1;1;–;–;2;–;-1;3;3;3;–;–;3;–;–;3;10;10;–;–;32;20;2;10;15;12;3;–;18;-1;5;14;15;11;4;–;29;14;5;10;13;12;1;–;18;0;4;14;2;2;–;–;14;4;5;5
9475169;      Schwarzenbach a.Wald, St;1;–;1;–;3;–;2;1;5;4;1;–;7;2;1;4;1;1;–;–;1;–;-1;2;2;1;–;1;15;7;7;1;3;2;1;–;2;-1;-2;5;6;5;1;–;8;–;2;6;5;5;–;–;5;–;-1;6;6;4;1;1;18;8;3;7
9475171;      Selbitz, St;2;1;1;–;7;3;–;4;3;3;–;–;5;–;–;5;5;5;–;–;5;–;–;5;3;–;–;3;31;12;19;–;8;8;–;–;10;1;3;6;20;19;1;–;21;–;4;17;7;7;–;–;11;-2;9;4;3;3;–;–;3;–;1;2
9475174;      Sparneck, M;–;–;–;–;–;–;–;–;1;1;–;–;2;2;-1;1;3;3;–;–;5;–;2;3;1;1;–;–;3;1;2;–;2;1;1;–;4;1;1;2;3;3;–;–;3;–;–;3;5;5;–;–;5;–;-1;6;7;3;–;4;43;14;26;3
9475175;      Stammbach, M;2;2;–;–;2;–;1;1;2;2;–;–;2;–;-1;3;6;6;–;–;6;1;2;3;5;4;1;–;6;–;1;5;9;9;–;–;9;–;–;9;3;3;–;–;5;–;–;5;3;3;–;–;3;-1;1;3;–;–;–;–;–;–;–;–
9475181;      Töpen;–;–;–;–;1;–;1;–;3;3;–;–;4;–;1;3;1;1;–;–;2;–;–;2;1;1;–;–;-1;-1;-1;1;4;4;–;–;5;–;1;4;1;1;–;–;2;–;1;1;9;7;2;–;14;4;2;8;2;2;–;–;3;–;-1;4
9475182;      Trogen;–;–;–;–;–;–;–;–;–;–;–;–;2;2;–;–;–;–;–;–;–;–;-1;1;2;2;–;–;2;–;-1;3;13;13;–;–;13;–;-2;15;6;6;–;–;6;–;–;6;–;–;–;–;1;–;1;0;2;1;1;–;3;1;–;2
9475184;      Weißdorf;2;2;–;–;2;–;1;1;3;3;–;–;3;–;1;2;7;7;–;–;7;–;1;6;–;–;–;–;–;–;-1;1;10;10;–;–;10;–;1;9;6;6;–;–;6;–;–;6;16;16;–;–;16;–;4;12;3;3;–;–;4;1;1;2
9475189;      Zell im Fichtelgebirge, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;–;–;–;–;1;–;1;–;2;2;–;–;2;1;–;1;4;3;–;1;6;3;–;3;2;2;–;–;2;–;–;2;–;–;–;–;2;1;1;–
9475444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9476145;      Kronach, St;15;12;2;1;47;12;20;15;16;14;–;2;147;116;18;13;16;13;–;3;51;10;26;15;17;15;–;2;268;226;22;20;13;12;–;1;77;51;12;14;28;24;1;3;117;46;51;20;15;8;1;6;95;45;39;11;10;10;–;–;14;2;5;7
9476146;      Küps, M;25;20;3;2;69;2;43;24;14;11;2;1;38;4;21;13;17;17;–;–;22;–;7;15;14;13;–;1;30;1;20;9;17;15;1;1;32;9;12;11;15;14;1;–;22;1;7;14;10;10;–;–;15;1;3;11;7;6;–;1;24;8;12;4
9476152;      Ludwigsstadt, St;2;2;–;–;19;16;–;3;1;1;–;–;2;1;–;1;4;1;2;1;16;11;–;5;–;–;–;–;-1;–;-1;–;2;2;–;–;4;–;1;3;–;–;–;–;3;1;1;1;3;3;–;–;-3;-1;-4;2;1;1;–;–;4;-1;3;2
9476154;      Mitwitz, M;1;1;–;–;5;–;2;3;4;4;–;–;5;–;2;3;1;1;–;–;3;–;1;2;2;–;–;2;24;6;14;4;12;10;–;2;33;1;26;6;12;11;1;–;13;–;5;8;4;3;1;–;5;3;–;2;1;1;–;–;4;–;4;0
9476159;      Nordhalben, M;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;1;–;–;2;2;-1;1;–;–;–;–;–;–;–;–;1;1;–;–;3;–;1;2;3;2;1;–;4;1;1;2;1;1;–;–;1;–;–;1
9476164;      Pressig, M;3;3;–;–;3;–;-1;4;4;4;–;–;6;-2;7;1;10;7;3;–;14;1;1;12;3;3;–;–;5;–;5;–;3;3;–;–;4;–;2;2;8;8;–;–;8;–;5;3;8;8;–;–;11;2;2;7;2;2;–;–;5;–;4;1
9476166;      Reichenbach;–;–;–;–;1;–;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2;2;–;–;3;–;1;2;–;–;–;–;-1;–;–;-1;–;–;–;–;–;–;–;–
9476171;      Schneckenlohe;2;1;1;–;3;–;2;1;2;2;–;–;2;–;–;2;2;2;–;–;3;–;–;3;–;–;–;–;–;–;–;–;3;3;–;–;3;–;–;3;5;4;1;–;6;1;2;3;3;2;1;–;4;1;1;2;1;1;–;–;1;–;1;–
9476175;      Steinbach a.Wald;5;5;–;–;5;-1;3;3;3;3;–;–;4;–;2;2;3;3;–;–;4;–;-3;7;4;4;–;–;9;2;6;1;4;4;–;–;5;–;2;3;5;5;–;–;5;–;–;5;4;4;–;–;8;2;2;4;2;2;–;–;7;4;2;1
9476177;      Steinwiesen, M;2;2;–;–;5;1;1;3;1;1;–;–;1;–;1;–;4;4;–;–;6;–;1;5;2;2;–;–;10;9;–;1;4;4;–;–;5;–;2;3;1;1;–;–;1;–;-1;2;5;5;–;–;4;–;-1;5;4;4;–;–;4;–;2;2
9476178;      Stockheim;10;10;–;–;19;5;2;12;8;8;–;–;9;–;2;7;10;8;2;–;15;2;6;7;7;7;–;–;9;2;–;7;12;9;1;2;43;20;14;9;13;13;–;–;16;–;6;10;10;9;–;1;12;4;6;2;4;3;–;1;17;10;7;0
9476179;      Tettau, M;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;1;–;–;1;18;17;1;–;–;–;–;–;2;–;1;1;3;2;1;–;4;–;-1;5;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;-1;1;–;–;1;8;8;1;-1
9476180;      Teuschnitz, St;1;1;–;–;1;–;1;–;1;1;–;–;1;–;1;–;1;1;–;–;2;1;1;–;1;1;–;–;2;–;2;–;–;–;–;–;5;2;3;–;7;6;1;–;9;2;3;4;4;3;1;–;6;1;1;4;2;2;–;–;2;–;–;2
9476182;      Tschirn;–;–;–;–;1;–;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1;–;1;–;–;–;–;–;–;–;–;–;1;1;–;–;5;–;5;0;–;–;–;–;1;–;1;–;–;–;–;–;–;–;–;0
9476183;      Marktrodach, M;8;8;–;–;8;–;1;7;2;2;–;–;3;–;–;3;7;7;–;–;8;-1;3;6;5;4;–;1;17;–;14;3;6;6;–;–;9;–;2;7;4;4;–;–;7;0;2;5;3;3;–;–;13;2;5;6;1;1;–;–;2;–;1;1
9476184;      Wallenfels, St;2;2;–;–;3;–;2;1;–;–;–;–;2;1;1;–;1;1;–;–;1;–;–;1;1;1;–;–;–;–;-1;1;3;3;–;–;6;2;2;2;3;2;1;–;4;1;–;3;1;1;–;–;6;2;5;-1;3;3;–;–;3;–;1;2
9476185;      Weißenbrunn;2;2;–;–;3;–;1;2;–;–;–;–;1;–;–;1;2;2;–;–;6;1;1;4;3;3;–;–;4;–;1;3;11;11;–;–;11;–;4;7;7;6;–;1;81;69;8;4;6;5;1;–;8;3;–;5;1;1;–;–;5;–;3;2
9476189;      Wilhelmsthal;5;5;–;–;5;–;1;4;1;1;–;–;4;1;1;2;4;4;–;–;4;–;–;4;5;5;–;–;8;1;2;5;3;3;–;–;5;–;1;4;1;1;–;–;3;–;–;3;7;5;2;–;14;5;0;9;1;1;–;–;1;–;–;1
9476444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9477117;      Grafengehaig, M;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;1;1;–;–;2;1;-1;2;1;–;–;1;6;2;4;–;1;–;1;–;2;–;2;–;2;2;–;–;3;–;1;2;1;1;–;–;1;–;–;1
9477118;      Guttenberg;–;–;–;–;–;–;–;–;1;1;–;–;1;–;–;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;-1;1;–;–;–;–;–;–;–;–;4;3;1;–;5;1;1;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9477119;      Harsdorf;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;7;6;1;–;8;1;3;4;2;1;1;–;4;2;1;1;5;4;1;–;6;2;–;4;2;2;–;–;2;–;–;2
9477121;      Himmelkron;8;8;–;–;9;–;–;9;12;11;1;–;13;1;3;9;5;5;–;–;5;–;–;5;9;7;2;–;11;–;2;9;9;9;–;–;10;–;1;9;4;2;2;–;6;2;2;2;4;4;–;–;4;–;–;4;1;1;–;–;3;1;1;1
9477124;      Kasendorf, M;2;2;–;–;2;–;-1;3;2;2;–;–;3;–;3;–;3;3;–;–;3;-1;-1;5;6;6;–;–;5;1;–;4;10;10;–;–;10;–;2;8;15;14;1;–;17;1;4;12;6;5;1;–;7;–;2;5;3;3;–;–;7;1;1;5
9477127;      Ködnitz;1;1;–;–;1;–;–;1;–;–;–;–;3;3;-2;2;4;3;1;–;5;1;1;3;1;1;–;–;2;–;–;2;1;1;–;–;2;–;2;–;3;3;–;–;3;–;–;3;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9477128;      Kulmbach, GKSt;29;18;2;9;147;69;61;17;49;44;1;4;97;22;36;39;31;26;3;2;92;56;9;27;48;38;3;7;294;190;67;37;47;40;3;4;141;69;29;43;28;18;7;3;63;7;21;35;26;13;2;11;136;59;60;17;26;10;4;12;173;54;97;22
9477129;      Kupferberg, St;3;1;2;–;5;1;2;2;2;2;–;–;2;–;-1;3;5;4;1;–;6;1;1;4;–;–;–;–;–;–;–;–;4;4;–;–;4;–;–;4;2;2;–;–;2;–;1;1;3;3;–;–;3;–;–;3;1;1;–;–;1;–;–;1
9477135;      Ludwigschorgast, M;6;6;–;–;6;–;–;6;2;2;–;–;3;1;1;1;4;4;–;–;4;–;1;3;3;3;–;–;3;–;2;1;2;1;1;–;4;–;3;1;6;6;–;–;6;–;2;4;1;1;–;–;1;–;–;1;–;–;–;–;1;–;–;1
9477136;      Mainleus, M;10;7;3;–;17;2;4;11;17;16;–;1;22;–;11;11;15;10;–;5;49;15;23;11;10;10;–;–;11;–;1;10;11;9;1;1;26;10;6;10;19;15;3;1;28;2;11;15;7;5;1;1;15;5;0;10;8;8;–;–;17;9;2;6
9477138;      Marktleugast, M;1;–;1;–;2;–;1;1;3;3;–;–;2;–;-1;3;2;2;–;–;2;–;–;2;3;3;–;–;6;3;1;2;8;8;–;–;8;–;1;7;8;7;1;–;9;–;4;5;5;5;–;–;2;1;-1;2;1;1;–;–;1;–;–;1
9477139;      Marktschorgast, M;2;2;–;–;2;–;–;2;4;4;–;–;4;–;1;3;1;1;–;–;1;–;–;1;–;–;–;–;–;–;–;–;2;2;–;–;2;–;1;1;4;4;–;–;4;–;1;3;2;2;–;–;2;–;1;1;1;1;–;–;1;–;–;1
9477142;      Neudrossenfeld;6;5;1;–;8;–;2;6;4;4;–;–;6;–;4;2;3;3;–;–;3;–;–;3;8;7;1;–;11;–;4;7;7;7;–;–;7;–;1;6;15;14;1;–;16;1;2;13;14;13;1;–;16;–;5;11;8;7;1;–;10;1;5;4
9477143;      Neuenmarkt;1;1;–;–;1;–;–;1;6;6;–;–;6;–;2;4;3;2;1;–;5;1;2;2;7;7;–;–;12;–;5;7;16;16;–;–;17;1;3;13;11;9;1;1;16;–;5;11;4;4;–;–;4;–;3;1;2;1;–;1;28;28;-1;1
9477148;      Presseck, M;1;–;1;–;2;–;1;1;–;–;–;–;–;–;–;–;2;2;–;–;3;–;–;3;2;2;–;–;2;–;–;2;1;1;–;–;1;–;–;1;2;1;1;–;3;1;1;1;4;2;2;–;5;–;2;3;–;–;–;–;–;–;–;–
9477151;      Rugendorf;1;1;–;–;1;–;–;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;4;4;–;–;4;–;1;3;2;2;–;–;2;–;–;2;2;2;–;–;2;–;1;1;2;2;–;–;3;–;1;2;2;2;–;–;2;–;1;1
9477156;      Stadtsteinach, St;2;2;–;–;2;–;–;2;5;3;2;–;7;2;–;5;3;3;–;–;3;–;–;3;5;4;1;–;7;–;–;7;2;2;–;–;2;–;–;2;2;2;–;–;3;–;1;2;6;5;–;1;27;9;11;7;2;2;–;–;2;–;-1;3
9477157;      Thurnau, M;4;4;–;–;5;–;1;4;11;8;–;3;23;–;16;7;6;6;–;–;6;–;2;4;13;10;2;1;23;2;14;7;14;12;2;–;31;10;7;14;5;4;1;–;7;–;2;5;4;3;1;–;9;2;1;6;7;6;1;–;8;–;4;4
9477158;      Trebgast;3;3;–;–;3;–;–;3;2;2;–;–;2;–;–;2;2;2;–;–;8;5;–;3;2;2;–;–;2;–;-1;3;2;2;–;–;4;–;1;3;4;2;1;1;8;–;3;5;2;–;–;2;11;1;3;7;2;2;–;–;3;–;1;2
9477159;      Untersteinach;2;2;–;–;2;–;–;2;4;3;1;–;5;–;1;4;2;2;–;–;2;–;1;1;5;5;–;–;5;–;1;4;1;1;–;–;1;–;–;1;2;2;–;–;2;–;–;2;2;–;2;–;4;1;2;1;–;–;–;–;–;–;–;–
9477163;      Wirsberg, M;–;–;–;–;–;–;–;–;1;1;–;–;-1;-2;–;1;3;3;–;–;3;–;–;3;1;1;–;–;1;–;–;1;4;4;–;–;4;–;–;4;3;3;–;–;3;–;–;3;8;7;–;1;26;6;13;7;3;3;–;–;-3;-18;13;2
9477164;      Wonsees, M;–;–;–;–;1;–;–;1;2;2;–;–;5;4;–;1;1;1;–;–;1;–;–;1;2;2;–;–;4;1;1;2;9;9;–;–;11;–;3;8;4;4;–;–;6;–;3;3;4;2;2;–;14;5;6;3;3;2;–;1;15;6;7;2
9478111;      Altenkunstadt;9;9;–;–;9;–;1;8;9;7;–;2;34;8;18;8;13;12;1;–;17;1;2;14;21;17;3;1;47;18;12;17;15;13;–;2;49;17;21;11;20;18;2;–;28;5;10;13;7;3;3;1;22;5;13;4;6;3;2;1;16;1;3;12
9478116;      Burgkunstadt, St;2;2;–;–;4;1;1;2;11;11;–;–;12;–;1;11;6;6;–;–;20;9;5;6;10;7;2;1;17;4;3;10;13;8;3;2;69;12;49;8;5;3;2;–;11;2;3;6;5;3;2;–;13;4;1;8;4;4;–;–;6;1;1;4
9478120;      Ebensfeld, M;6;5;1;–;14;1;4;9;14;13;1;–;24;–;4;20;11;8;2;1;22;3;6;13;16;15;1;–;19;–;3;16;21;17;3;1;43;13;6;24;30;22;6;2;58;12;12;34;18;14;3;1;26;2;6;18;8;8;–;–;9;–;2;7
9478127;      Hochstadt a.Main;2;2;–;–;1;–;-1;2;1;1;–;–;1;–;-1;2;1;1;–;–;2;–;2;–;1;1;–;–;3;–;1;2;3;3;–;–;4;–;-1;5;3;2;1;–;4;1;–;3;3;2;1;–;4;1;–;3;1;1;–;–;2;1;–;1
9478139;      Lichtenfels, St;37;31;3;3;66;8;21;37;25;18;2;5;68;2;22;44;29;26;1;2;50;2;17;31;38;33;1;4;87;15;36;36;46;41;2;3;113;23;45;45;41;31;7;3;120;42;43;35;29;20;3;6;98;40;39;19;14;12;1;1;49;15;21;13
9478143;      Marktgraitz, M;–;–;–;–;–;–;–;–;1;–;1;–;2;1;1;–;1;1;–;–;1;–;1;–;3;3;–;–;3;–;–;3;8;8;–;–;8;–;2;6;4;4;–;–;4;–;–;4;3;2;–;1;8;–;7;1;1;1;–;–;9;3;4;2
9478144;      Marktzeuln, M;3;3;–;–;3;–;-1;4;1;1;–;–;1;–;–;1;–;–;–;–;–;–;–;–;3;3;–;–;3;–;–;3;10;9;–;1;20;4;7;9;12;12;–;–;12;–;2;10;7;7;–;–;7;1;1;5;–;–;–;–;2;–;2;–
9478145;      Michelau i.OFr.;12;12;–;–;13;–;–;13;16;14;2;–;19;1;3;15;22;21;1;–;28;–;10;18;11;10;–;1;14;5;1;8;13;12;1;–;17;1;4;12;7;5;2;–;19;4;3;12;3;3;–;–;14;4;6;4;8;6;–;2;34;11;17;6
9478155;      Redwitz a.d.Rodach;2;2;–;–;4;–;1;3;3;3;–;–;6;1;1;4;3;3;–;–;3;–;–;3;4;4;–;–;12;4;2;6;6;6;–;–;11;1;5;5;9;8;1;–;15;1;5;9;13;11;1;1;33;–;14;19;2;2;–;–;4;2;1;1
9478165;      Bad Staffelstein, St;21;14;4;3;68;17;31;20;22;14;2;6;69;34;12;23;19;11;3;5;78;43;21;14;32;23;3;6;61;7;32;22;23;18;3;2;46;11;15;20;35;29;–;6;78;20;23;35;34;24;8;2;73;27;14;32;31;28;2;1;43;-1;16;28
9478176;      Weismain, St;9;5;4;–;16;1;10;5;13;12;–;1;78;63;3;12;7;6;1;–;8;2;–;6;2;–;1;1;12;1;2;9;15;12;3;–;18;3;5;10;12;10;2;–;19;2;12;5;7;5;2;–;11;3;–;8;1;1;–;–;5;–;3;2
9478444;      Gemeindefreie Gebiete;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9479111;      Bad Alexandersbad;–;–;–;–;–;–;–;–;1;1;–;–;1;–;-1;2;1;1;–;–;3;–;1;2;1;1;–;–;1;–;1;–;1;–;–;1;3;–;3;–;2;2;–;–;2;–;1;1;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
9479112;      Arzberg, St;–;–;–;–;8;4;7;-3;1;1;–;–;2;–;–;2;2;2;–;–;5;1;1;3;2;2;–;–;3;1;–;2;4;3;–;1;14;1;7;6;7;6;–;1;10;2;1;7;6;6;–;–;13;2;4;7;2;2;–;–;2;1;–;1
9479126;      Höchstädt i.Fichtelgebirge;2;2;–;–;2;–;–;2;1;1;–;–;2;–;–;2;7;6;–;1;10;2;4;4;–;–;–;–;1;–;1;–;4;4;–;–;5;–;4;1;1;1;–;–;2;1;–;1;1;1;–;–;2;1;0;1;1;1;–;–;3;–;2;1
9479127;      Hohenberg a.d.Eger, St;2;2;–;–;1;-1;1;1;3;3;–;–;3;1;-1;3;–;–;–;–;1;–;1;–;1;1;–;–;3;1;–;2;4;4;–;–;4;–;2;2;6;6;–;–;6;–;5;1;5;4;1;–;7;2;2;3;2;2;–;–;2;–;2;–
9479129;      Kirchenlamitz, St;1;1;–;–;2;–;–;2;2;2;–;–;2;–;-1;3;2;2;–;–;4;–;3;1;–;–;–;–;2;2;1;-1;6;5;1;–;5;-4;5;4;6;5;–;1;12;4;4;4;–;–;–;–;4;3;-4;5;2;1;1;–;5;2;1;2
9479135;      Marktleuthen, St;4;4;–;–;7;2;2;3;1;1;–;–;2;–;–;2;3;3;–;–;3;–;2;1;2;2;–;–;2;–;1;1;1;–;1;–;2;–;1;1;2;2;–;–;1;–;–;1;4;3;1;–;4;1;3;–;5;5;–;–;10;1;5;4
9479136;      Marktredwitz, GKSt;16;15;1;–;18;-1;2;17;14;11;1;2;22;1;6;15;32;28;–;4;74;10;35;29;23;20;1;2;43;–;15;28;25;23;–;2;75;41;13;21;34;19;5;10;164;79;58;27;32;21;4;7;131;49;56;26;8;5;1;2;28;6;12;10
9479138;      Nagel;4;4;–;–;5;–;–;5;3;3;–;–;3;–;1;2;2;2;–;–;4;1;-1;4;3;3;–;–;4;1;–;3;5;5;–;–;6;1;–;5;–;–;–;–;–;0;–;0;2;2;–;–;4;2;0;2;–;–;–;–;–;1;-1;0
9479145;      Röslau;3;3;–;–;3;–;1;2;3;3;–;–;3;–;1;2;–;–;–;–;1;–;1;–;3;3;–;–;4;–;1;3;1;1;–;–;3;–;–;3;5;5;–;–;5;–;–;5;5;5;–;–;6;1;2;3;1;1;–;–;1;1;–;–
9479147;      Schirnding, M;–;–;–;–;-1;–;–;-1;1;1;–;–;1;–;–;1;–;–;–;–;–;–;–;–;1;1;–;–;1;–;1;–;1;1;–;–;1;–;–;1;3;3;–;–;3;3;-2;2;1;1;–;–;7;4;0;3;–;–;–;–;–;–;–;–
9479150;      Schönwald, St;–;–;–;–;–;–;-1;1;4;4;–;–;4;–;2;2;3;3;–;–;4;–;–;4;2;2;–;–;3;–;–;3;3;3;–;–;3;–;-1;4;7;7;–;–;7;2;0;5;6;6;–;–;6;1;–;5;–;–;–;–;4;4;–;0
9479152;      Selb, GKSt;8;8;–;–;10;–;-1;11;8;8;–;–;11;–;2;9;10;10;–;–;13;–;5;8;8;7;–;1;12;–;7;5;27;27;–;–;29;–;7;22;19;17;–;2;49;11;17;21;11;9;2;–;16;4;5;7;8;8;–;–;27;11;10;6
9479158;      Thiersheim, M;3;3;–;–;5;–;1;4;1;1;–;–;3;1;–;2;1;1;–;–;1;–;–;1;1;1;–;–;1;–;–;1;7;7;–;–;7;–;-2;9;5;5;–;–;5;–;–;5;7;7;–;–;5;–;–;5;2;1;1;–;8;2;5;1
